announce.msbt
AnnounceEmpty	目前暫無通知
Hint_W2G1_14	池子恢復原狀了！\n這樣就可以搭上小船，\n沿著藍色膠帶前進了。
Hint_W2G1_15	乘船處那邊那隻猴子\n會不會知道小船專家在哪裡呢？
Hint_W2G1_16	猴子丟過來的罐頭裡好像有東西，\n要不要還給他呢？
Hint_W2G1_17	那隻猴子真是的，理都不理我們，\n就跑到金黃色的草叢裡了，\n真是難以捉摸呢。
Hint_W2G1_18	說到罐頭，之前好像在哪\n聽到有人在說派對的事情呢？\n
Hint_W2G1_19	他說來參加派對的朋友好像\n在金黃色的草叢裡迷路了。\n好可憐喔，要不要幫他找人呢？
Hint_W2G1_20	我們不是要帶這個人\n去舉行派對的地方嗎？
Hint_W2G1_21	如果是派對上那個暴牙先生，\n感覺罐頭還是石頭都難不倒他。
Hint_W2G1_22	猴子不喜歡鮪魚罐頭嗎？
Hint_W2G1_23	猴子果然是喜歡鮪魚的吧？\n現在說不定是打聽小船專家\n在哪裡的好機會！
Hint_W2G1_24	這樣就可以搭船了！\n我們去乘船處吧。
Hint_W2G1_25	河川能恢復原狀真是太好了。\n泛舟好好玩喔，\n有機會我還想再玩一次！
Hint_W2C1_1	炸彈彬跑去哪裡了？\n總之要不要先往上走？
Hint_W2C1_2	炸彈彬真的跑來這裡了嗎？\n實在是有點擔心啊……
Hint_W2C1_3	是炸彈彬的聲音！？\n我們現在就去救你——！
Hint_W2C1_4	既然找到炸彈彬了，\n那我們就往水神祇神殿出發吧～
Hint_W2C1_5	這個刺刺球會動！？\n不過距離越遠他花的時間就越長，\n或許只要利用這點就能甩開他。
Hint_W2C1_6	要是有個什麼水管，能直接通到\n炸彈彬的所在地就好了。
Hint_W2C1_12	炸彈彬看起來好像樹上的果實喔。\n真是的，我們把他給敲下來吧？
Hint_W2C1_7	炸彈彬又滾走了！\n為什麼他是圓的啦～！？
Hint_W2C1_8	炸彈彬不在這裡……\n難道他走得比我們還要快嗎！？
Hint_W2C1_11	那個躺在樹墩上的是炸彈彬吧。\n哼～
Hint_W2C1_9	也就是說，\n用鎚子去敲醒炸彈彬。
Hint_W2C1_10	我不禁想起當時在這裡\n到處找炸彈彬的情景了。
Hint_W2C2_1	真正的水神祇在哪裡呢？\n好想早點見到他啊。
Hint_W2C2_2	那個四角形像檯子一樣的\n東西是拿來做什麼的呢？
Hint_W2C2_3	剛剛好像有什麼聲音，\n是哪邊壞掉了嗎？
Hint_W2C2_4	雖然我還是不曉得那個像檯子\n一樣的東西是拿來幹嘛的，\n但你不覺得那東西很可疑嗎？
Hint_W2C2_5	敲出洞的那面牆後傳來了沙沙聲。\n是什麼東西發出來的呢？
Hint_W2C2_6	裡頭那面牆好像有些地方剝落了，\n不過我還是搞不太清楚。
Hint_W2C2_7	只要撞一下ＰＯＷ磚塊，\n附近的東西都會倒栽蔥是嗎？
Hint_W2C2_25	雖然沒有ＰＯＷ磚塊了，\n但是不是只要出去再進來，\n就會重新出現呀？
Hint_W2C2_8	有東西從阿蟹身上掉下來了！
Hint_W2C2_9	阿蟹是在哪拿到這個面板的呢？\n我們得把東西放回去才行。
Hint_W2C2_10	要解開這個面板拼圖好像很困難，\n但我也會幫忙想的，\n隨時都可以按呼叫我唷。
Hint_W2C2_11	水往哪邊流了？\n要不要追過去看看呢？
Hint_W2C2_12	要是這些水能讓我們前往\n神殿的右側就太好了。
Hint_W2C2_24	這座神殿說不定很大呢。\n感覺裡面還有很多空間。
Hint_W2C2_13	如果水碰到水神祇\n左右兩邊的圓形物體，\n好像會很有趣呢。
Hint_W2C2_22	我們之前好像在哪\n看過這個檯子呢。
Hint_W2C2_14	覺得困擾的時候，\n四處敲一敲是很常見的\n調查方式喔。
Hint_W2C2_15	可以看到下方的地面呢。\n就算瑪利歐你想跳下去，\n我也不會阻止你喔。
Hint_W2C2_16	又是面板！\n這一定也跟那個檯子有關。\n我很聰明吧？
Hint_W2C2_19	又有水了！\n入口處那個大大的水神祇\n一定也很開心吧？
Hint_W2C2_20	乾脆就進到水神祇的嘴巴裡去吧？
Hint_W2C2_26	看樣子時候到了。\n要準備就剩現在了。
Hint_W2C2_27	水神祇要怎麼摺呢？\n我好緊張喔。
Hint_W2C2_21	我想趕快回池子那裡\n試試水神祇的力量！
Hint_W2C2_28	水神祇的臉雖然很有威嚴，\n但肚子鼓鼓的時候看起來\n就像喝太多一樣，真可愛。
Hint_W2G2_1	總之先在江戶園地大玩特玩吧～！
Hint_W2G2_3	好奇怪，完全沒有人耶。\n這樣一點都不好玩。
Hint_W2G2_4	剛才探出頭來的難道是栗寶寶嗎？\n是變裝了嗎？
Hint_W2G2_28	剛剛那個探出頭來的人\n看起來好像很困擾。\n要不管他直接去玩嗎？
Hint_W2G2_5	我們去救那些被囚禁起來的\n工作人員吧！\n那個大大的建築物便是城池！
Hint_W2G2_36	瑪利歐，關於城門的鑰匙……{[0004]}我們已經去過江戶園地\n右上方的深處了嗎？
Hint_W2G2_6	城門的鑰匙在哪裡呢？\n城門附近有沒有知道的人啊？
Hint_W2G2_19	哪裡有知道工作人員休息室\n在哪的工作人員呢？\n
Hint_W2G2_21	工作人員休息室在最東側嗎？\n東側就是從入口進來的\n右手邊對吧。
Hint_W2G2_7	工作人員休息室在園地的東邊……\n也就是從入口進來右手邊。\n說不定那裡會有備用鑰匙！
Hint_W2G2_38	瑪利歐，關於城門的鑰匙……\n我覺得可能在這附近。
Hint_W2G2_25	工作人員休息室應該就在這附近，\n仔細觀察或許就可以找到入口。
Hint_W2G2_26	既然這裡是工作人員休息室，\n那備用鑰匙應該就在這個房間裡，\n不過會放在哪裡呢？
Hint_W2G2_37	這個房間是拿來做什麼的？\n有沒有人知道城門的鑰匙\n在哪裡呢～
Hint_W2G2_35	這裡就是工作人員休息室嗎？\n會不會有人知道\n城門的鑰匙在哪裡呢～
Hint_W2G2_27	還沒有拿到備用鑰匙呢。\n說不定工作人員休息室\n還有我們沒找過的地方。
Hint_W2G2_23	江戶園地的萬能鑰匙在哪裡呢？\n工作人員休息室裡沒有人知道嗎？
Hint_W2G2_8	有個穿綠衣的可疑人物\n好像跟萬能鑰匙有關聯？\n綠衣人在哪裡呢？
Hint_W2G2_9	去忍者宅邸或許就能見到\n綠衣人了。{[0004]}但是汪汪不讓我們過去。\n他會不會是肚子餓了？
Hint_W2G2_10	汪汪喜不喜歡骨頭呢？{[0004]}如果有比骨頭更好丟的東西，\n碎碎龜說不定就會跟我們交換？
Hint_W2G2_11	手裏劍道場裡\n有個看起來很好丟的東西。\n只要拿那個給碎碎龜……{[0004]}啊，不過沒有手裏劍\n就不能在道場玩，\n這樣就拿不到獎品了呢。
Hint_W2G2_12	把管子給哈庫的話，\n他會不會給我們手裏劍呢？\n可是哪裡有管子啊？
Hint_W2G2_13	哈庫他正在找管子，\n把吸管給他的話，\n他應該會很開心。
Hint_W2G2_14	只要把手裏劍帶去手裏劍道場，\n應該就可以玩了。
Hint_W2G2_15	只要通過手裏劍道場的一般模式，\n就能拿到簽名球呢！\n瑪利歐，加油！
Hint_W2G2_16	簽名球看起來很好丟，\n碎碎龜一定會很開心吧～
Hint_W2G2_17	汪汪會喜歡骨頭嗎？\n滿滿的鈣質呢～汪汪！
Hint_W2G2_18	這樣就可以去忍者宅邸\n找綠衣人了！他會不會是\n穿綠衣的忍者呢，好期待。
Hint_W2G2_32	汪汪之前擋住的地方後面，\n有一棟看起來很有趣的建築物。
Hint_W2G2_33	我想去忍者宅邸玩！
Hint_W2G2_34	要不要再去忍者宅邸啊？\n我、我只是想去那裡找線索，\n可不是想去玩喔！
Hint_W2G2_20	如果是江戶園地的萬能鑰匙，\n說不定就能打開城門了？\n應該打得開才對！
Hint_W2G2_29	對了，工作人員休息室裡\n是不是有什麼令人在意的東西啊。
Hint_W2G2_31	嗯？有個東西看起來\n跟紙糊兵好像喔，可是不會動呢。
Hint_W2G2_30	城池裡有好多敵人！\n我們要不要也乾脆\n偽裝成敵人好了！？
Hint_W2G2_22	偶爾也需要喘口氣，\n我們就大玩特玩吧～！
Hint_W2G2_24	左邊的房間跟右邊的房間有點像，\n但好像又有哪裡不一樣……
Hint_W2C4_1	哇～！\n到處都是機關呢，\n真是太有趣了～！
Hint_W2C4_2	我覺得這種時候\n只要四處敲敲看就可以了。
Hint_W2C4_3	我們應該解開這裡所有的機關了，\n說不定可以繼續前進了。
Hint_W2C4_4	開開看、敲敲看、拉拉看\n屋裡的東西吧。\n總之什麼方法都試試看好了。
Hint_W2C4_5	箱子裡面的忍者被卡住出不來了。\n要不要去幫幫他呢？
Hint_W2C4_6	牆上那幅長長的畫，\n高度是不是有點不太一樣啊？
Hint_W2C4_7	這個房間的東西乍看之下都一樣，\n但榻榻米跟牆壁應該有些地方\n和其他的不同吧。
Hint_W2C4_8	這裡好像沒有忍者呢。
Hint_W2C4_9	看樣子只能繞路過去了。\n可別看漏牆壁上的隙縫喔。
Hint_W2C4_10	那條紅色的繩子怎麼看都很可疑。
Hint_W2C4_11	既然冒出了樓梯，\n那就是要我們上樓吧。
Hint_W2C4_12	雖然我們成功爬上來了，\n但要從哪裡跳下去才好呢？
Hint_W2C4_13	雖然沒有找到出口，\n但我漸漸覺得這邊的\n地板很可疑呢。
Hint_W2C4_14	這裡有什麼機關呢？\n線索實在太少了。
Hint_W2C4_15	這裡有魔法陣呢。
Hint_W2C4_27	哇～\n好好玩喔～！
Hint_W2C4_16	再玩一次說不定就可以得到\n打開城門的線索了，\n所以我想再玩一次。
Hint_W2C4_29	再玩一次說不定就可以得到\n萬能鑰匙的線索了，\n所以我想再玩一次。
Hint_W2C4_28	再玩一次說不定就能得到\n綠衣人的線索了。\n所以我想再玩一次。
Hint_W2C4_17	我的忍者直覺告訴我，\n這裡應該沒有打開城門的線索！
Hint_W2C4_32	我的忍者直覺告訴我，\n這裡應該沒有萬能鑰匙的線索！
Hint_W2C4_33	我的忍者直覺告訴我，\n這裡應該沒有綠衣人的線索！
Hint_W2C4_18	這裡的院子好漂亮啊，\n真想再靠近一點欣賞池塘跟屋子。
Hint_W2C4_19	這裡可是忍者宅邸啊，\n就算是看起來什麼都沒有的地方，\n敲敲看或許會出現些什麼喔。
Hint_W2C4_20	屋子的門打開了！\n真不愧是忍者宅邸！
Hint_W2C4_25	樓梯下方會不會\n也有什麼東西呢？
Hint_W2C4_21	路易吉卡在齒輪裡了，\n這些齒輪是從哪裡連過來的呢？
Hint_W2C4_30	如果能銜接上那個\n轉動的齒輪就好了。\n可以用鎚子敲嗎？
Hint_W2C4_22	路易吉變得凹凹凸凸的了，\n要不要把他給敲平呢？
Hint_W2C4_23	得救救卡在齒輪上的路易吉才行！
Hint_W2C4_24	用萬能鑰匙應該就能打開城門了。
Hint_W2C4_26	我……\n想找出所有的奇諾比奧忍者，\n並成為最厲害的忍者。
Hint_W2C4_31	作為一名{[0301|cdcc4c3e]}完美\x0f\x03\x01忍者，\n今後也要繼續\n貫徹忍者之道唷，瑪利歐！
Hint_W2C5_2	那些被抓走的奇諾比奧呢？\n藍色神祇膠帶應該就在上面才對。
Hint_W2C5_3	第一排好像有空位！\n我們快去坐吧～！
Hint_W2C5_4	藍色神祇膠帶就在那裡！
Hint_W2C5_5	用神祇之手重擊神祇膠帶吧！
Hint_W2C5_6	回座位上吧，瑪利歐。
Hint_W2C5_7	工作人員們都順利獲救了，\n這樣應該就能在江戶園地裡玩了！
Hint_W2C5_8	嘿呵的芭蕾舞真的好有趣喔，\n一想到就會忍不住笑出來呢！
Hint_W3G1_1	我們追著黃色神祇膠帶，\n穿越吹風谷吧！
Hint_W3G1_2	這裡……\n讓我湧出了好多回憶……
Hint_Global_BOM_1	現在馬上前往奇諾比奧鎮的港口，\n搭船去汪洋吧！
Hint_W1G1_BOM_1	港口就在城鎮的右方。\n要從那裡搭船去汪洋！
Hint_Global_BOM_3	得先去楓葉山找到水手，\n不然我們沒辦法去汪洋！
Hint_W2G1_BOM_1	城鎮的水手到底在哪啊！\n感覺應該不會離纜車太遠才對。
Hint_W4G1_BOM_1	只要從汪洋的入口直線前進，\n應該就可以發現一艘大船。
Hint_Global_BOM_2	好了，大哥，\n我們快去吹風谷找奧莉維亞吧！
Hint_W3G1_BOM_1	大哥，我們快去大岩石那邊\n找奧莉維亞吧！
Hint_W3C1_1	接下來的目標是黃色神祇膠帶呢。
Hint_W3C1_2	我們一起加油吧！\n努力穿過這個隧道，\n去追尋黃色膠帶。
Hint_W3C1_3	沒辦法再前進了，不過這附近\n不曉得有沒有藏著什麼東西，\n要不要敲一敲確認看看呢？
Hint_W3C1_7	有魔法陣！
Hint_W3C1_4	奇諾比奧看起來好可憐喔，\n他好像希望我們能幫幫他呢！
Hint_W3C1_5	我好想搭搭看靴子汽車喔～！
Hint_W3C1_6	炸彈彬……他一定在我們心裡，\n陪著我們冒險吧。
Hint_W3G2_1	黃色的膠帶在哪裡呢？\n總之先往前走吧？
Hint_W3G2_2	沙漠好大～啊！\n好想在追尋神祇膠帶時\n順便四處看看喔～！
Hint_W3G2_3	什麼都沒發生呢，\n是不是鳥兒不喜歡這些歌呢？
Hint_W3G2_4	我們差不多該去追尋\n黃色神祇膠帶了吧。
Hint_W3G2_6	要是那個亮亮的地方有人\n能看懂神秘文字就好了。
Hint_W3G2_7	我搞不太懂神秘文字\n隱藏的含意……\n或許我們該回城鎮裡看看……
Hint_W3G2_8	教授去哪裡了呢？\n要去城鎮裡的沙漠服務中心\n打聽一下嗎？
Hint_W3G2_35	我個人是很在意熱沙大沙漠裡的\n太陽祭壇啦。
Hint_W3G2_9	裝滿沙子的大碗公上\n好像能放東西呢。
Hint_W3G2_36	仙人掌！仙人掌！\n靴子汽車！靴子汽車！\n！！
Hint_W3G2_37	下方那是弱點貼紙嗎！？\n等仙人掌累了之後，要不要\n開靴子汽車撞撞看呢！？
Hint_W3G2_42	看樣子現在只能先逃跑了！
Hint_W3G2_38	發現弱點貼紙了！\n快點去敲他吧——！
Hint_W3G2_39	弱點貼紙竟然在那種地方！\n可能得用鎚子從上往下敲了！
Hint_W3G2_10	考古學教授好聰明喔，\n居然看得懂古代文字～\n說不定教授也能解開膠帶之謎呢！
Hint_W3G2_11	我也想看看怎麼挖洞。\n在發光的地面上\n按試試看吧！
Hint_W3G2_12	奇諾皮球不肯起來呢。\n教授好像很在意飯店，\n瑪利歐，你怎麼看呢？
Hint_W3G2_15	要在哪裡祈禱呢？\n熱沙大沙漠裡好像\n有個令人在意的地方……
Hint_W3G2_16	鳥兒們一動也不動的，\n是不是要拿東西敲敲他們才行啊？
Hint_W3G2_17	要是這些鳥兒都往中間看，\n不是很可愛嗎？
Hint_W3G2_18	總覺得……\n那根棒子好像在呼喚著我。
Hint_W3G2_19	沙漠裡的大鳥，\n張開了大大的嘴巴……\n好害羞——！
Hint_W3G2_20	沙漠那個高個子真的好高喔。\n真想去好好調查一下。
Hint_W3G2_21	高個子內部的古代文字\n寫著「我的腳邊」，\n是指高個子的腳邊嗎？
Hint_W3G2_22	高個子內部的古代文字寫著\n「波浪之牆」，那是什麼東西啊？\n是畫有波浪圖案的牆壁嗎……？
Hint_W3G2_23	高個子內部的古代文字寫著\n「纏繞尖刺」，說不定就是綠色\n那個尖尖刺刺很像雙胞胎的東西？
Hint_W3G2_24	高個子內部的古代文字寫著\n「水上的太陽」，這什麼意思啊？\n湖泊的話，城鎮裡倒是有一個啦。
Hint_W3G2_25	考古學教授找到的石頭是什麼呢？\n高個子會知道嗎？
Hint_W3G2_26	高個子內部的房間有點暗呢。\n亮一點的話，\n高個子應該會很開心吧？
Hint_W3G2_27	高個子的臉轉到其他地方了，\n他在看什麼呢？
Hint_W3G2_28	那個在熱沙沙漠呼呼大睡的\n奇諾皮球身上出現了魔法陣！
Hint_W3G2_29	黃色神祇膠帶就在奇諾皮球裡面！
Hint_W3G2_30	考古學教授說他想去太陽祭壇，\n地點是在熱沙大沙漠的深處對吧？
Hint_W3G2_31	好長的階梯啊。\n這就是太陽的階梯啊。
Hint_W3G2_33	這裡太涼了，讓人覺得有點冷呢。\n有沒有什麼可以取暖的東西啊。\n
Hint_W3G2_34	是火神祇的魔法陣！
Hint_W3G2_40	朝紫色膠帶所在的汪洋前進吧！\n首先要回奇諾比奧鎮對吧。
Hint_W3G2_41	要先想辦法拿到航海圖才行。\n比奧在奇諾比奧鎮的博物館嗎？
Hint_W3G2_32	太陽閃亮亮！\n地面燒燙燙！\n沙漠果然就該這樣嘛～
Hint_W3G2_43	沙漠燒燙燙，\n這裡卻總是很涼快呢。
Hint_W3G3_1	哪裡有看得懂神秘文字的人呢？\n會不會在那座又大又亮的\n建築物裡啊？
Hint_W3G3_21	能解讀神秘文字的人，\n說不定就在飯店裡。
Hint_W3G3_2	聽說考古學者的房間在飯店２樓。\n真好奇他是個怎樣的人。
Hint_W3G3_3	看來考古學者的房間在１樓呢。\n但能順便看到２樓的漫畫，\n真是太幸運了！對吧，瑪利歐！
Hint_W3G3_4	考古學教授到底跑去哪裡了呢？\n感覺房間裡應該會有線索。
Hint_W3G3_5	考古學教授在……\n呃……在哪裡啊？\n要不要去櫃台問問看？
Hint_W3G3_7	飯店２樓的古代文字\n是不是寫了什麼有趣的內容呢？
Hint_W3G3_9	如果綠衣人在城鎮裡，\n那我們只要到處找找就行了吧。\n太棒了，可以逛街啦——！
Hint_W3G3_10	攤販前是什麼時候\n出現魔法陣的！
Hint_W3G3_11	既然我們有鑰匙，\n要不要去飯店２樓的套房看看呢？
Hint_W3G3_14	話說城鎮的入口附近，\n左右兩邊都有門的樣子。\n那裡可以進去嗎？
Hint_W3G3_18	我們在這片沙漠裡\n是不是還有事情沒做啊？
Hint_W3G3_19	太好了，\n奇諾比奧們的臉都變回來了！\n這樣就可以盡情聊天了。
Hint_W3C3_1	好熱……但是，\n我們要努力找出火神祇！\n加油——！
Hint_W3C3_2	地面依序發出了光芒，\n是要我們踩上去嗎？
Hint_W3C3_3	他們拿著燃燒的桶子！\n瑪利歐！！！
Hint_W3C3_8	火～到處都是火啊！\n如果沒地方逃，\n要不要乾脆跳過去呢？
Hint_W3C3_10	看樣子現在只能到處逃跑了！
Hint_W3C3_4	我覺得我們就快見到火神祇了，\n做好萬全準備了嗎？
Hint_W3C3_5	這是第３本神祇之書了。\n好，我要把他的摺法練到純熟。
Hint_W3C3_9	這個地方已經調查完了！\n我們出去吧。
Hint_W3C3_7	真的好熱啊～！\n幸好摺紙不會流汗。
Hint_W3C4_1	好了，奇諾皮球的入口\n在哪裡呢？
Hint_W3C4_2	黃色神祇膠帶在哪裡呢？\n既然奇諾皮球已經醒了，\n真希望他能直接告訴我們。
Hint_W3C4_3	牆邊的巨大人像是不是\n想把什麼東西放到手上？
Hint_W3C4_4	左邊……沒有樓梯，\n教授的鐵鍬有辦法派上用場嗎？
Hint_W3C4_5	既然出現了魔法陣，\n就表示輪到那東西上場了！
Hint_W3C4_6	上面寫著「去讀左邊」，\n這表示左邊的巨大人像\n也寫了什麼嗎？
Hint_W3C4_7	左右兩邊的人像，\n姿勢變得不一致了，\n總覺得看上去有些寂寥。
Hint_W3C4_34	這裡好暗，我也有點害怕……\n雖然沒有教授那麼害怕。
Hint_W3C4_8	奇諾皮球裡面好寬敞，\n可能一不小心就會迷路……
Hint_W3C4_9	木乃伊紙糊兵！？\n紙糊兵木乃伊！？\n瑪利歐，交給你來對付了～！
Hint_W3C4_10	開關！\n也許某處會有開關！
Hint_W3C4_11	你不去幫那位奇諾比奧嗎？
Hint_W3C4_12	不是１　２　３　４，\n而是１　４　２　３？\n這是什麼東西的順序嗎？
Hint_W3C4_13	房間角落那４個開關，\n上頭的三角形圖案感覺很新潮。\n１個、２個……三角形有幾個呢？
Hint_W3C4_33	奇諾比奧被蜘蛛網困住了……\n但從我們這裡好像\n沒辦法幫上忙呢。
Hint_W3C4_31	如果有古代文字，\n說不定就能找到線索了。\n哪裡會有呢？
Hint_W3C4_14	星星是指★嗎？\n這個房間裡面會有★嗎？
Hint_W3C4_15	星星……★到底在哪裡？\n地面凸起的部分跟★圖案\n會不會有什麼關係呢？
Hint_W3C4_16	我的情緒一點都不高昂，\n看樣子這裡沒有唱片呢。
Hint_W3C4_17	情緒不知不覺就熱烈起來了，\n說不定唱片就在這裡喔。
