album.msbt
armor.msbt
Fighter00	見習鎧甲
demo_6_PostPhantomSatan_15	可以讓我\n也來幫忙嗎？
demo_6_PostPhantomSatan_16	謝謝！\n我會加油的！
demo_6_PostPhantomSatan_17	請多多指教～
demo_6_PostPhantomSatan_18	前大魔王{[0f00|160046006f0072006d006500720053006100740061006e00]}成為了同伴！
demo_6_PostPhantomSatan_19	這樣啊……\n真可惜。
demo_6_PostPhantomSatan_20	不過，我還是會\n偷偷跟著你的。
demo_6_PostPhantomSatan_21	呃……\n隨便你吧。
demo_6_PostPhantomSatan_22	{[0f00|160046006f0072006d006500720053006100740061006e00]}擅自成為了同伴！
demo_6_PreBossGorrila_00	又被拿走了……
demo_6_PreBossGorrila_01	真令人煩惱呢。
demo_6_PreBossPharao_00	呀呵～！？
demo_6_PreBossFrog_00	哎呀，\n又來了？
demo_6_PreBossFrog_01	呃……\n不會吧……
demo_6_PreBossFrog_02	啊哇哇哇！\n哇哇哇哇！
demo_6_LeaveFormerSatan_00	這座塔是魔王強迫\n怪物們建造的。
demo_6_LeaveFormerSatan_01	就為了讓他從\n天上俯瞰人們。
demo_6_LeaveFormerSatan_02	天上……？
demo_6_LeaveFormerSatan_03	就是在很高很高，\n一個叫魔空間的地方。
demo_6_LeaveFormerSatan_04	我想超魔王就在\n魔空間那裡。
demo_6_LeaveFormerSatan_05	而前面就是\n通往魔空間的道路。
demo_6_LeaveFormerSatan_06	好，\n出發吧！
demo_6_LeaveFormerSatan_07	魔空間是一個\n受到詛咒的世界。
demo_6_LeaveFormerSatan_08	普通人是無法\n承受的。
demo_6_LeaveFormerSatan_09	所以，我恐怕不能\n繼續前進了……
demo_6_LeaveFormerSatan_10	這樣啊……\n謝謝你一路上的關照。
demo_6_LeaveFormerSatan_11	我才要謝謝你呢。
demo_6_LeaveFormerSatan_12	魔王的事情，\n就拜託你了。
demo_6_LeaveFormerSatan_13	前大魔王{[0f00|160046006f0072006d006500720053006100740061006e00]}離開了隊伍！
demo_6_PreBossSuperSatan_00	唔哇哈哈哈！！
demo_6_PreBossSuperSatan_01	虧你能來到這裡。
demo_6_PreBossSuperSatan_02	{[0e00|03cd08005300610067006500]}把大賢者{[0f00|08005300610067006500]}\n還給我！
demo_6_PreBossSuperSatan_03	哼哼，好啊。\n那我就獎勵一下你。
demo_6_PreBossSuperSatan_04	我會使出全力，\n來當你的對手！
demo_6_PreBossSuperSatan_05	唔～～～
demo_6_PreBossSuperSatan_06	哈～～～！
demo_6_PreBossSuperSatan_07	唔哇哈哈哈！！
demo_6_PreBossSuperSatan_08	看好了，\n我這雄偉的身姿！
demo_6_PreBossSuperSatan_09	好好感受吧！這份\n源源不絕的力量！
demo_6_PreBossSuperSatan_10	好，開始吧！\n你我最後的一戰！
demo_6_PreBossSuperSatan_11	哇哇！
demo_6_PreBossSuperSatan_12	等等！
demo_6_PreBossSuperSatan_13	超魔王{[0f00|08005300610067006500]}……\n他的力量實在太強了。
demo_6_PreBossSuperSatan_14	要集合所有同伴的力量，\n10人一起跟他戰鬥！
demo_6_PreLastBattle00_00	加油吧！
demo_6_PreLastBattle00_01	噢——！
demo_6_PreLastBattle01_01	好緊張……
demo_6_PreLastBattle01_02	冷靜點……
demo_6_PreLastBattle01_03	我們上吧！
demo_6_PreLastBattle02_00	最後一戰了……
demo_6_PreLastBattle02_01	這就是……
demo_6_PreLastBattle02_02	最後一戰了。
demo_6_PreLastBattle02_03	我們一定要……
demo_6_PreLastBattle02_04	贏！
demo_6_TransformSuperSatan_6_00	成功了！
demo_6_TransformSuperSatan_6_01	接下來就交給\n你們4人吧。
demo_6_TransformSuperSatan_6_02	嗯？
demo_6_TransformSuperSatan_6_03	你以為已經\n贏了嗎？
demo_6_TransformSuperSatan_6_04	我就讓你看看\n我真正的力量吧！
demo_6_TransformSuperSatan_6_05	唔哇哈哈哈！！
demo_6_EndingFirst_Punish_01	消滅他
demo_6_EndingFirst_Save	拯救他
demo_6_EndingFirst_00	……不！
demo_6_EndingFirst_01	這次不會像\n之前那樣了。
demo_6_EndingFirst_02	唔！
demo_6_EndingFirst_03	咕……
demo_6_EndingFirst_04	魔王的詛咒啊……
demo_6_EndingFirst_05	這樣你就\n無法動彈了。
demo_6_EndingFirst_06	咕咕……
demo_6_EndingFirst_07	{[0300|00cd]}。
demo_6_EndingFirst_08	謝謝你救了我。
demo_6_EndingFirst_09	可以花你一點時間\n聽我說嗎？
demo_6_EndingFirst_10	是關於魔王\n詛咒的過往……
demo_6_EndingFirst_11	在很久很久以前……
demo_6_EndingFirst_12	他不過是一個普通人。
demo_6_EndingFirst_13	孤零零一個，寂寞的人。
demo_6_EndingFirst_14	為什麼……大家都無視我呢？\n都不看我一眼呢？
demo_6_EndingFirst_15	我懂了……\n一定是我這張臉的錯。
demo_6_EndingFirst_15a	這張毫無個性、普通的臉！
demo_6_EndingFirst_16	所以，他就捨棄了\n自己的臉……
demo_6_EndingFirst_17	這張自己也無比憎恨的臉。
demo_6_EndingFirst_18	失去臉的他無法再維持\n自己作為人類的存在……
demo_6_EndingFirst_19	不久便消失不見了。
demo_6_EndingFirst_20	留下一顆對其他人\n怨恨、嫉妒、憎惡的心……
demo_6_EndingFirst_21	最終，那顆心就變成了\n魔王的詛咒。
demo_6_EndingFirst_22	那麼，\n{[0300|00cd]}……
demo_6_EndingFirst_23	你打算怎麼處理\n這個魔王的詛咒呢？
demo_6_EndingFirst_24	我明白了。
demo_6_EndingFirst_25	那麼，請打破\n魔王的詛咒……{[0004]}把他從痛苦中\n解救出來吧。
demo_6_EndingFirst_26	用你的神力！
demo_6_EndingFirst_27	唔……
demo_6_EndingFirst_28	哈——！
demo_6_EndingFirst_29	謝……謝……你……
demo_6_EndingFirst_30	呼……
demo_6_EndingFirst_31	這樣迷托邦就\n恢復和平了呢。
demo_6_EndingFirst_32	{[0300|00cd]}。
demo_6_EndingFirst_33	請容許我\n再說一次。
demo_6_EndingFirst_34	真的很感謝你。
demo_6_EndingSave_00	你真是一個\n善良的人。
demo_6_EndingSave_01	那麼，請把他的臉\n還給他吧。
demo_6_EndingSave_02	我相信你一定\n辦得到的。
demo_6_EndingSave_03	嗯。
demo_6_EndingSave_05	我到底……
demo_6_EndingSave_06	啊……\n我的臉！
demo_6_EndingSave_07	是你救了我吧。
demo_6_EndingSave_08	那個……\n謝謝你。
demo_6_EndingSave_09	之後請把他\n交給我吧。
demo_6_EndingSave_10	我要讓他跟我一起修行，\n為他的惡行做出補償。
demo_6_EndingSave_11	那麼，\n{[0300|00cd]}。
demo_6_EndingSave_12	謝謝你\n一直以來的照顧。
demo_6_EndingSave_13	再見了。
demo_6_EndingFinale_00	呵呵呵。
demo_6_EndingFinale_01	做得好，\n{[0300|00cd]}。
demo_6_EndingFinale_02	這樣怪物就都\n消失了……
demo_6_EndingFinale_03	被奪走的臉也會全部\n回到主人身上了吧。
demo_6_EndingFinale_04	是你拯救了迷托邦！
demo_6_EndingFinale_05	{[0300|00cd]}和你的同伴們，\n是迷托邦的救星！
demo_6_EndingFinale_06	我打從心裡感謝你們。\n呵呵呵。
demo_6_EndingFinale_07	這樣，迷托邦\n就恢復和平了。
demo_6_1_GlassWayDoor_00	是死胡同啊……
demo_6_1_GlassWayDoor_01	雖然牆上有個洞……
demo_6_1_GlassWayDoor_02	但現在似乎無法前進。
demo_6_1_GlassWayDoor_03	啊！剛剛\n拿到的石版！
demo_6_1_GlassWayDoor_04	石版完美嵌進去了！
demo_6_1_GlassWayDoor_05	成功了～！
demo_6_1_GlassWayDoor_06	好，\n我們走吧！
demo_chapter07.msbt
demo_MysteryGuide00_00	哇！
demo_MysteryGuide00_01	這座加拉巴斯島上\n居然會有人類！
demo_MysteryGuide00_02	新發現！\n新發現啊！
demo_MysteryGuide00_03	呃，那個……
demo_MysteryGuide00_04	啊？只是個\n普通的旅人？
demo_MysteryGuide00_05	什麼嘛～我還以為\n發現了新的人種呢！
demo_MysteryGuide00_06	對不起。
demo_MysteryGuide00_07	我是調查員\n{[0f00|180049006e00760065007300740069006700610074006f007200]}。
demo_MysteryGuide00_08	這座加拉巴斯島\n才剛被發現……
demo_MysteryGuide00_09	所以我前來調查。
demo_MysteryGuide00_10	哦～
demo_MysteryGuide00_11	可是，因為有很多怪物，\n所以遲遲沒有什麼進展……
demo_MysteryGuide00_12	這座加拉巴斯島上\n的怪物啊……
demo_MysteryGuide00_13	真是又強大\n又難纏！
demo_MysteryGuide00_14	如果你想要\n繼續前進的話……
demo_MysteryGuide00_15	請一定要小心啊！
demo_MysteryGuide00_16	嗯。
demo_MysteryGuide01_00	哇！
demo_MysteryGuide01_01	這座加拉巴斯島上\n居然會有人類！
demo_MysteryGuide01_02	新發現！\n新發現啊！
demo_MysteryGuide01_03	呃……什麼嘛，\n原來又是你啊……
demo_MysteryGuide01_04	{[0e01]}{[1201]}……
demo_MysteryGuide01_05	欸欸～
demo_MysteryGuide01_06	我告訴你一個\n好消息吧。
demo_MysteryGuide01_07	什麼什麼？
demo_MysteryGuide01_08	這座島的某處\n有一個神秘的入口。
demo_MysteryGuide01_09	然後！\n然後！
demo_MysteryGuide01_10	在那裡面……
demo_MysteryGuide01_11	好像有什麼\n不得了的東西哦！
demo_MysteryGuide01_12	哦～
demo_MysteryGuide02_00	啊！
demo_MysteryGuide02_01	加拉巴斯島的\n神秘入口……
demo_MysteryGuide02_02	找到了嗎？\n真的找到了嗎？
demo_MysteryGuide02_03	嗯。
demo_MysteryGuide02_04	哇～！
demo_MysteryGuide02_05	那麼，\n那裡有什麼？
demo_MysteryGuide02_06	這個……
demo_MysteryGuide02_07	拿出了精靈護身符
demo_MysteryGuide02_08	好厲害！\n好厲害哦～！
demo_MysteryGuide02_09	這可是\n世紀大發現！
demo_MysteryGuide02_10	不算吧……
demo_MysteryGuide03_00	加拉巴斯島的\n神秘入口……
demo_MysteryGuide03_01	精靈護身符\n就在裡面！
demo_MysteryGuide03_02	不愧是神秘的\n加拉巴斯島……
demo_MysteryGuide03_03	果然充滿神秘！
demo_MysteryGuide03_04	對了……
demo_MysteryGuide03_05	{[0e00|03cd1e0054006f0077006e00300031005f004500780070006c006f00720065007200]}你知道\n探險家{[0f00|1e0054006f0077006e00300031005f004500780070006c006f00720065007200]}嗎？
demo_MysteryGuide03_06	哦？你知道啊？
demo_MysteryGuide03_07	{[0f00|1e0054006f0077006e00300031005f004500780070006c006f00720065007200]}是\n我哥哥哦！
demo_MysteryGuide03_08	我很尊敬他。
demo_MysteryGuide03_09	雖然他有些地方\n很奇怪。
demo_MysteryGuide03_10	這樣啊。
demo_MysteryGuide03_11	他一直自稱是\n世界上著名的探險家……
demo_MysteryGuide03_12	但我看他\n路還很長呢。
demo_CityGuide00_00	喂！\n你呀！
demo_CityGuide00_01	這裡很危險的，\n快回去！
demo_CityGuide00_02	這裡是惡夢鎮——\n霓虹市。
demo_CityGuide00_03	你還是趕快\n離開比較好。
demo_CityGuide00_04	為什麼？
demo_CityGuide00_05	霓虹市聚集著\n兇惡的怪物。
demo_CityGuide00_06	他們是超魔王製作的\n怪物之中最強的一群。
demo_CityGuide00_07	連超魔王也無法控制他們，\n所以才把他們趕到這裡來。
demo_CityGuide00_08	嗚哇……
demo_CityGuide00_09	如果你想要前進的話，\n最好要有所覺悟。
demo_CityGuide00_10	雖然我是不建議\n你這樣做啦……
demo_CityGuide00_11	話說……
demo_CityGuide00_12	{[0f00|0a0053006100740061006e00]}，\n你在這裡做什麼？
demo_CityGuide00_13	打工啊～
demo_CityGuide00_14	我的工作是負責提醒\n旅人不要誤闖這裡。
demo_CityGuide00_15	這樣啊～\n那你加油哦！
demo_CityGuide00_16	嗯，謝謝！
demo_CityGuide01_00	心跳得好快……\n好緊張啊……
demo_CityGuide01_01	居然讓我在這麼\n危險的地方當看守……
demo_CityGuide01_02	我是在黑心企業\n工作嗎……
demo_CityGuide01_03	啊！
demo_CityGuide01_04	喂！\n你呀！
demo_CityGuide01_05	這裡很危險的，\n快回去！
demo_CityGuide01_06	我不是告訴你了嗎？\n這裡的怪物是很強的！
demo_CityGuide01_07	你會被打得\n粉身碎骨。
demo_CityGuide01_08	不過，你要是想要挑戰看看，\n我也不會阻止你就是了。
demo_7_IslandDoor_00	是死胡同啊……
demo_7_IslandDoor_01	雖然牆上有個洞……
demo_7_IslandDoor_02	但現在似乎無法前進。
demo_7_IslandDoor_03	啊！剛剛\n拿到的石版！
demo_7_IslandDoor_04	石版完美嵌進去了！
demo_7_IslandDoor_05	成功了～！
demo_7_IslandDoor_06	好，\n我們走吧！
demo_7_Reincarnation_00	你好。
demo_7_Reincarnation_01	你知道\n我是誰嗎？
demo_7_Reincarnation_02	謝謝你……
demo_7_Reincarnation_03	我真的……
demo_7_Reincarnation_04	真的\n很高興。
demo_7_Reincarnation_05	我……
demo_7_Reincarnation_06	{[0e01]}{[1201]}……
demo_7_Reincarnation_07	沒事，當我沒說。
demo_7_Reincarnation_08	好了……
demo_7_Reincarnation_09	我為你帶來了……
demo_7_Reincarnation_10	最終的考驗，\n也是最大的試煉。
demo_7_Reincarnation_11	現身吧！\n被隱藏的塔！
demo_7_Reincarnation_12	這就是\n恐怖塔。
demo_7_Reincarnation_13	前面等著你的，\n是前所未有的殘酷戰鬥。
demo_7_Reincarnation_14	祝你\n凱旋而歸。
demo_7_Reincarnation_15	那麼，\n再見了。
demo_7_LoseBossKingSeries_00	真可惜……
demo_7_LoseBossKingSeries_01	下一次\n我一定不會輸的！
demo_7_LoseBossKingSeries_02	沒辦法了。
demo_7_LoseBossKingSeries_03	……哼。
demo_7_LoseBossKingSeries_04	根本不可能\n會贏啊……
demo_7_LoseBossKingSeries_05	發生什麼事了？
demo_7_LoseBossKingSeries_06	嗚……\n我不甘心！
dish_Attr.msbt
Slime00	N\nSP\nthe/a\nthe/some
Slime01	N\nSP\nthe/a\nthe/some
Slime02	N\nSP\nthe/a\nthe/some
Golem00	N\nSP\nthe/a\nthe/some
Golem01	N\nSP\nthe/a\nthe/some
Golem02	N\nSP\nthe/a\nthe/some
Goblin00	N\nSP\nthe/a\nthe/some
Goblin01	N\nSP\nthe/a\nthe/some
Goblin02	N\nSP\nthe/a\nthe/some
Butterfly00	N\nSP\nthe/a\nthe/some
Butterfly01	N\nSP\nthe/a\nthe/some
Butterfly02	N\nSP\nthe/a\nthe/some
Banshee00	N\nSP\nthe/a\nthe/some
Banshee01	N\nSP\nthe/a\nthe/some
Banshee02	N\nSP\nthe/a\nthe/some
Mushroom00	N\nSP\nthe/a\nthe/some
Mushroom01	N\nSP\nthe/a\nthe/some
Mushroom02	N\nSP\nthe/a\nthe/some
Gorilla00	N\nSP\nthe/a\nthe/some
Gorilla01	N\nSP\nthe/a\nthe/some
Gorilla02	N\nSP\nthe/a\nthe/some
Cake00	N\nSP\nthe/a\nthe/some
Mole00	N\nSP\nthe/a\nthe/some
Mole01	N\nSP\nthe/a\nthe/some
Mole02	N\nSP\nthe/a\nthe/some
Cloud00	N\nSP\nthe/a\nthe/some
Cloud01	N\nSP\nthe/a\nthe/some
Cloud02	N\nSP\nthe/a\nthe/some
Rock00	N\nSP\nthe/a\nthe/some
Rock01	N\nSP\nthe/a\nthe/some
Rock02	N\nSP\nthe/a\nthe/some
EatPlant00	N\nSP\nthe/a\nthe/some
EatPlant01	N\nSP\nthe/a\nthe/some
EatPlant02	N\nSP\nthe/a\nthe/some
Devil00	N\nSP\nthe/a\nthe/some
Devil01	N\nSP\nthe/a\nthe/some
Devil02	N\nSP\nthe/a\nthe/some
Griffon00	N\nSP\nthe/a\nthe/some
Griffon01	N\nSP\nthe/a\nthe/some
Griffon02	N\nSP\nthe/a\nthe/some
Mummy00	N\nSP\nthe/a\nthe/some
Mummy01	N\nSP\nthe/a\nthe/some
Mummy02	N\nSP\nthe/a\nthe/some
Scorpion00	N\nSP\nthe/a\nthe/some
Scorpion01	N\nSP\nthe/a\nthe/some
Scorpion02	N\nSP\nthe/a\nthe/some
Cobra00	N\nSP\nthe/a\nthe/some
Cobra01	N\nSP\nthe/a\nthe/some
Cobra02	N\nSP\nthe/a\nthe/some
Cactus00	N\nSP\nthe/a\nthe/some
Cactus01	N\nSP\nthe/a\nthe/some
Cactus02	N\nSP\nthe/a\nthe/some
Painting00	N\nSP\nthe/a\nthe/some
Painting01	N\nSP\nthe/a\nthe/some
Painting02	N\nSP\nthe/a\nthe/some
Hieroglyph00	N\nSP\nthe/a\nthe/some
Hieroglyph01	N\nSP\nthe/a\nthe/some
Hieroglyph02	N\nSP\nthe/a\nthe/some
Penguin00	N\nSP\nthe/a\nthe/some
Penguin01	N\nSP\nthe/a\nthe/some
Penguin02	N\nSP\nthe/a\nthe/some
Owl00	N\nSP\nthe/a\nthe/some
Owl01	N\nSP\nthe/a\nthe/some
Owl02	N\nSP\nthe/a\nthe/some
Wind00	N\nSP\nthe/a\nthe/some
Wind01	N\nSP\nthe/a\nthe/some
Wind02	N\nSP\nthe/a\nthe/some
Snowman00	N\nSP\nthe/a\nthe/some
Snowman01	N\nSP\nthe/a\nthe/some
Snowman02	N\nSP\nthe/a\nthe/some
Pharaoh00	N\nSP\nthe/a\nthe/some
Pharaoh01	N\nSP\nthe/a\nthe/some
Pharaoh02	N\nSP\nthe/a\nthe/some
IceQueen00	N\nSP\nthe/a\nthe/some
IceQueen01	N\nSP\nthe/a\nthe/some
IceQueen02	N\nSP\nthe/a\nthe/some
Crystal00	N\nSP\nthe/a\nthe/some
Crystal01	N\nSP\nthe/a\nthe/some
Crystal02	N\nSP\nthe/a\nthe/some
KingMeat00	N\nSP\nthe/a\nthe/some
Cheesecake00	N\nSP\nthe/a\nthe/some
Minotaur00	N\nSP\nthe/a\nthe/some
Minotaur01	N\nSP\nthe/a\nthe/some
Minotaur02	N\nSP\nthe/a\nthe/some
Fluff00	N\nSP\nthe/a\nthe/some
Fluff01	N\nSP\nthe/a\nthe/some
Fluff02	N\nSP\nthe/a\nthe/some
Gremlin00	N\nSP\nthe/a\nthe/some
Gremlin01	N\nSP\nthe/a\nthe/some
Gremlin02	N\nSP\nthe/a\nthe/some
Snail00	N\nSP\nthe/a\nthe/some
Snail01	N\nSP\nthe/a\nthe/some
Snail02	N\nSP\nthe/a\nthe/some
Turkey00	N\nSP\nthe/a\nthe/some
Turkey01	N\nSP\nthe/a\nthe/some
Turkey02	N\nSP\nthe/a\nthe/some
Spider00	N\nSP\nthe/a\nthe/some
Spider01	N\nSP\nthe/a\nthe/some
Spider02	N\nSP\nthe/a\nthe/some
Tomato00	N\nSP\nthe/a\nthe/some
Tomato01	N\nSP\nthe/a\nthe/some
Tomato02	N\nSP\nthe/a\nthe/some
Frog00	N\nSP\nthe/a\nthe/some
Frog01	N\nSP\nthe/a\nthe/some
Frog02	N\nSP\nthe/a\nthe/some
Tadpole00	N\nSP\nthe/a\nthe/some
Tadpole01	N\nSP\nthe/a\nthe/some
Tadpole02	N\nSP\nthe/a\nthe/some
Skeleton00	N\nSP\nthe/a\nthe/some
Skeleton01	N\nSP\nthe/a\nthe/some
Skeleton02	N\nSP\nthe/a\nthe/some
Bomb00	N\nSP\nthe/a\nthe/some
Bomb01	N\nSP\nthe/a\nthe/some
Bomb02	N\nSP\nthe/a\nthe/some
Cerberus00	N\nSP\nthe/a\nthe/some
Cerberus01	N\nSP\nthe/a\nthe/some
Cerberus02	N\nSP\nthe/a\nthe/some
Armor00	N\nSP\nthe/a\nthe/some
Armor01	N\nSP\nthe/a\nthe/some
Armor02	N\nSP\nthe/a\nthe/some
Sword00	N\nSP\nthe/a\nthe/some
Sword01	N\nSP\nthe/a\nthe/some
Sword02	N\nSP\nthe/a\nthe/some
Shield00	N\nSP\nthe/a\nthe/some
Shield01	N\nSP\nthe/a\nthe/some
Shield02	N\nSP\nthe/a\nthe/some
Nostrum00	N\nSP\nthe/a\nthe/some
IronBall00	N\nSP\nthe/a\nthe/some
IronBall01	N\nSP\nthe/a\nthe/some
IronBall02	N\nSP\nthe/a\nthe/some
Lizardman00	N\nSP\nthe/a\nthe/some
Lizardman01	N\nSP\nthe/a\nthe/some
Lizardman02	N\nSP\nthe/a\nthe/some
Monitor00	N\nSP\nthe/a\nthe/some
Monitor01	N\nSP\nthe/a\nthe/some
Monitor02	N\nSP\nthe/a\nthe/some
Robot00	N\nSP\nthe/a\nthe/some
Robot01	N\nSP\nthe/a\nthe/some
Robot02	N\nSP\nthe/a\nthe/some
Ufo00	N\nSP\nthe/a\nthe/some
Ufo01	N\nSP\nthe/a\nthe/some
Ufo02	N\nSP\nthe/a\nthe/some
Medusa00	N\nSP\nthe/a\nthe/some
Medusa01	N\nSP\nthe/a\nthe/some
Medusa02	N\nSP\nthe/a\nthe/some
Hammer00	N\nSP\nthe/a\nthe/some
Hammer01	N\nSP\nthe/a\nthe/some
Hammer02	N\nSP\nthe/a\nthe/some
Nose00	N\nSP\nthe/a\nthe/some
Nose01	N\nSP\nthe/a\nthe/some
Nose02	N\nSP\nthe/a\nthe/some
Bread00	N\nSP\nthe/a\nthe/some
Bread01	N\nSP\nthe/a\nthe/some
Bread02	N\nSP\nthe/a\nthe/some
Alien00	N\nSP\nthe/a\nthe/some
Alien01	N\nSP\nthe/a\nthe/some
Alien02	N\nSP\nthe/a\nthe/some
Mimit00	N\nSP\nthe/a\nthe/some
Mimit01	N\nSP\nthe/a\nthe/some
Mimit02	N\nSP\nthe/a\nthe/some
Mouse00	N\nSP\nthe/a\nthe/some
Mouse01	N\nSP\nthe/a\nthe/some
Mouse02	N\nSP\nthe/a\nthe/some
Satan00	N\nSP\nthe/a\nthe/some
Satan01	N\nSP\nthe/a\nthe/some
Satan02	N\nSP\nthe/a\nthe/some
Demon00	N\nSP\nthe/a\nthe/some
Demon01	N\nSP\nthe/a\nthe/some
Demon02	N\nSP\nthe/a\nthe/some
Serpent00	N\nSP\nthe/a\nthe/some
Serpent01	N\nSP\nthe/a\nthe/some
Serpent02	N\nSP\nthe/a\nthe/some
Soup00	N\nSP\nthe/a\nthe/some
Dog00	N\nSP\nthe/a\nthe/some
Dog01	N\nSP\nthe/a\nthe/some
Dog02	N\nSP\nthe/a\nthe/some
Puppet00	N\nSP\nthe/a\nthe/some
Puppet01	N\nSP\nthe/a\nthe/some
Puppet02	N\nSP\nthe/a\nthe/some
Burger00	N\nSP\nthe/a\nthe/some
Burger01	N\nSP\nthe/a\nthe/some
Burger02	N\nSP\nthe/a\nthe/some
DonerKebab00	N\nSP\nthe/a\nthe/some
Pizza00	N\nSP\nthe/a\nthe/some
Crepe00	N\nSP\nthe/a\nthe/some
FrozenFood00	N\nSP\nthe/a\nthe/some
Excite00	N\nSP\nthe/a\nthe/some
Excite01	N\nSP\nthe/a\nthe/some
Excite02	N\nSP\nthe/a\nthe/some
Harpy00	N\nSP\nthe/a\nthe/some
Harpy01	N\nSP\nthe/a\nthe/some
Harpy02	N\nSP\nthe/a\nthe/some
Dragon00	N\nSP\nthe/a\nthe/some
