BestScore\BestScore.msbt
BestScore_Title	最高得分
System_Datatransition_Caution_Exp	儲存資料中含有未購買的下載內容檔案。\n若要解決此問題，則需購買該份下載內容。\n若希望不購買而直接開始遊戲，\n請從選項中的「刪除全部的儲存資料」刪除儲存資料。
System_Datatransition_DLC_Sub	需要購買的下載內容（DLC）
System_Datatransition_DLC_Basic	歡樂暢玩包
System_Datatransition_DLC_DLC01	多多講究包1
System_Datatransition_DLC_DLC02	多多講究包2
System_Datatransition_Caution_GoTitle	返回標題畫面
System_Childlock_Title	問問家人吧
System_Childlock_Exp	解開計算題，即可前往下一個畫面。
System_Tutrial_Download	為了下載剩餘的資料，\n即將返回標題畫面。
System_Tutrial_Download_OK	OK
System_Android_Payment	交易已完成。\n為了下載購買的下載內容資料，\n即將返回標題畫面。
System_Android_Payment_OK	OK
System\URL.msbt
URL_FAQ_Asia	https://www.pokemon-friends.jp/zh-CHT/faq/
URL_FAQ_KR	https://pokemonkorea.co.kr/game_support/
URL_FAQ_Others	https://www.pokemon-friends.jp/zh-CHT/faq/
TermsPP\PP.msbt
TermsPP_PP_Text	關於Pokémon Friends的隱私權政策\n\n1.介紹 \n本隱私權政策（以下稱「本隱私權政策」）規定 The Pokémon Company及其關係企業（以下稱「本公司」）如何就Pokémon Friends（以下稱「本服務」）收集及使用您的個人資料（您的個人資訊）。本隱私權政策同時說明您對於存取或變更您的個人資料享有的權利。 \n\n本隱私權政策是根據您所居住的國家或地區應適用之法令所制定。根據您所居住的國家或地區應適用之法令，對於您經由本服務向本公司提供關於您的資訊以及本公司向您收集的資訊，您享有存取、刪除、更正及資料可攜權之權利。為行使此等權利，請參照第2條之規定與本公司聯絡。\n\n您在您所居住之國家或地區為未成年人時，您應確認法定代理人已確認本隱私權政策，並以此為條件同意您使用本服務。如果您或法定代理人不同意本隱私權政策，則無法使用本服務。\n\n2.關於本公司\n2.1 The Pokémon Company為依日本法設立登記之公司，其地址如第2.2條所示。 \n\n2.2 您可以下列方式聯絡本公司： \n (a)如您居住於亞洲（韓國以外）\n The Pokémon Company\n 收件人：Pokémon Friends \n 地址：Roppongi Hills Mori Tower 8F, 6-10-1 Roppongi, Minato-ku, Tokyo 106-6108, Japan\n 聯絡方式： https://www.apppokemon.com/gate/\n\n (b)如您居住於韓國\n Pokémon Korea, Inc.\n 收件人：포켓몬 프렌즈\n 地址：4F 801,Sinsu-ro,Suji-gu,Yongin-si, Gyeonggi-do, Korea\t\n Email：mobilemaster@pokemonkorea.co.kr\n\n (c)如您居住於亞洲以外之地區\n The Pokémon Company International, Inc. \n 收件人：Pokémon Friends\n 地址：10400 NE 4th Street, Suite 2800 Bellevue, WA 98004 USA \n Email：privacyquestions@pokemon.com\n\n3.本公司所取得的您的資訊\n3.1 您向本公司提供的資訊\n於使用本服務時，您可選擇不揭露您的個人資料。但於此情形，您可能無法使用本服務的部分功能。\n3.1.1 於您進行下列行為時，我們將收集您向我們提供的任何資訊（請參考第3.1.2條及第3.2條）：\n (a)經由電子郵件或本公司客服系統提出諮詢、回饋意見或申訴；\n (b)經由郵寄、電子郵件或本公司客服系統聯絡本公司。\n\n3.1.2 於您使用本服務時，您將提供本公司包括下列資訊（依個別情況有別）：\n (a)識別資料。您的居住國或地區及出生年月日；\n (b)玩家檔案資料。您亦可能提供儲存資料名及國家地區設定。\n註：請勿在儲存資料名使用您的真實姓名、首字母縮寫或者其他可用以特定您本人的資訊，包括下列資訊。\n ・任何遊戲中ID、密碼等\n ・聯絡資訊\n ・其他個人資料\n本服務可能要求您輸入出生年月日，但該資訊僅儲存於您的裝置中。只有基於所輸入的出生年月日推算的年齡可能為分析之目的被轉送或彙整，但出生年月日之資訊將不會被轉送或彙整。\n\n3.2 本公司所取得的您的資訊 \n (a)交易資料。本公司可能收集您於本服務內的購買交易相關資訊（包括日期時間、請款金額及其他相關交易明細）；\n (b)往來連絡中所包含的資訊。本公司將收集與您聯絡中所包含的任何資訊（您的姓名、地址、電子郵件信箱、電話號碼等）。例如，如您為尋求客服協助而聯絡本公司時，本公司將保留該連絡記錄；\n\n3.3 技術資料。本公司將收集關於您如何使用本服務及您用以存取本服務的裝置的特定資訊。此收集行為可能包括您的裝置資訊（硬體型號、作業系統資訊）、繼受ID、繼受密碼、您與本服務的互動資訊（包括如頁面瀏覽、要求、對話（Session）次數、下載次數、玩家遊戲進度等的特定日期或時間的資訊）、遊戲相關數據（遊戲錯誤、應用程式內購買資訊）及其他類似資訊。\n\n4.本公司如何使用您的資訊以及該資訊的受領者 \n4.1 本公司為達成第4.2條所定目的之必要範圍內，根據以下事項而使用您的資訊：\n (a)為履行與您之間的契約及／或向您提供本公司服務；\n (b)於本公司要求並取得您的同意時； \n (c)本公司為遵守法令規定時；\n (d)為本公司之適法利益。\n\n4.2 本公司根據前項規定並為達成以下各款目的而使用您的資訊：\n (a)為提供本服務之存取。為提供您存取本服務便利且最佳的方式、為提供個人化內容並允許您可於本服務內儲存遊戲歷程；\n (b)為允許您存取本服務之特定功能。為使您可存取應用程式內購買或遊戲等功能；\n (c)為處理及便利與本公司之交易。本公司將使用您的資訊以處理交易及付款，且用於收取及回收您對本公司的應付款項；\n (d)為協助用戶及客戶支援。為提供客戶服務與支援、處理關於本服務的諮詢或申訴、於提供客戶支援所必要時與本服務研發人員、IT支援業者、支付服務業者分享您的資訊；\n (e)為進行分析。進行數據分析，以改善本服務、產品／服務、市場行銷、顧客關係與用戶體驗；\n (f)為檢測與預防詐欺及違法行為。為防免、調查及偵測詐欺、未經授權或違法行為（包括冒名詐騙）；為保護本公司、本公司關係企業、代理人、客戶或其他人之權利及財產（包括執行本公司相關條款、政策、規定及協定）；為確保任何人之安全；以及／或為確保本公司及本公司合作廠商之服務、網站及應用程式之安全； \n (g)為遵守政策、程序及法令。為使本公司遵守本公司之政策及程序、行使本公司之法定權利、與本公司之技術或法律顧問分享您的資訊，為遵守法令或回應合法要求或法定程序，例如遵守法院命令或傳喚。\n\n4.3 如您居住於EU或英國，且對本公司之資訊處理有任何問題，請參照下列第9條「居住於EU或英國境內用戶之權利」。\n\n5.本公司可能分享您的資訊的對象\n就上述使用目的及合法根據，在涉及下列第三人之情況時，於應適用法令所許可之範圍內，本公司將向該第三人分享您的個人資料，例如：\n(a)委託開發業者。位於日本之Wonderfy Inc.、The Pokémon Work及h.a.n.d., Inc.；\n(b)本公司之服務提供業者。客戶支援公司（位於日本的Side International Japan Co., Ltd. 及Pole To Win, Inc.、位於馬來西亞的Side Malaysia Sdn. Bhd.及位於美國的ModSquad, Inc.）、顧問及其他為本公司提供業務而存取您的個人資料之服務提供業者；\n(c)關係企業。本公司之子公司，包括位於英國、愛爾蘭及美國之The Pokémon Company International, Inc.及位於韓國之Pokémon Korea, Inc.；\n(d)本公司事業的潛在買方或賣方。關於任何合併、融資、收購、破產、清算、交易或該等協商中，或進行出售、轉讓、處分資產或揭露本公司事業或資產之全部或一部；\n(e)其他第三人（包括專家顧問）。為本公司執行本公司之法律權利、或保護本公司員工之權利、財產或安全 ，依法所許可而揭露予任何位於英國、美國、日本及其他國家／地區之第三人（包括法律或其他顧問、主管機關、法院、執法機關及政府機關）。\n\n6.第三人之內容及連結\n本服務及本公司網站可能包括第三人所營運網站之內容及連結，其亦可能使用Cookie或其他追蹤方法。本公司無法管控該第三人網站或其追蹤行為，且本隱私權政策亦不適用於該等公司。請查閱該第三人網站之條款、條件及隱私權政策，以了解該網站如何收集及使用您的資訊，並了解其是否使用Cookie、為何種目的使用Cookie。\n\n7.本公司如何管理您的資訊以及保管期間\n7.1 本公司採取適當的技術上與營運上安全措施以保護您的資訊不受未經許可的存取或非法使用。 \n\n7.2 本公司將於依您向本公司的請求而向您提供服務之適當期間內，或本公司為合法商業目的（例如遵循或執行法令之目的、或解決紛爭）而合理要求的期間內保存您的資訊。實際保存期間將依個別因素而異，例如產品類型、資料類型與敏感程度、商業需要、顧客期待與需求、可使用的用戶控制項的類型及資料儲存形式。 \n\n7.3 本公司參照使用目的，認為已無必要保存您的個人資料時，將銷毀或刪除您的資訊。以紙本形式保存的您的資料將以碎紙機粉碎或以燒毀方式銷毀，以電子檔案形式保存的您的個人資料將以無法恢復紀錄的技術性方法刪除。\n\n8.將您的資訊移轉至國外\n8.1 本公司位於日本，而本公司向您所收集的個人資料將主要儲存於德國。此會發生將資料移轉至您所居住之國家或地區（包括歐洲經濟區（以下稱「EEA」）或英國）境外之效果。\n\n8.2 本公司將您的個人資訊由EEA或英國境內移轉至EEA或英國境外時，本公司將以至少下列方式之一進行移轉：\n (a)當本公司任用特定服務提供者時，本公司可能採用受European Commission所承認之歐盟標準契約條款及英國個人資料保護主管機關所頒布之資料跨國傳輸相關補充規定。請參照下列網址以瞭解詳細內容： European Commission: Model contracts for the transfer of personal data to third countries；\n\n (b)本公司將個人資料移轉至受European Commission或英國國會認定為確保具有充分保護個人資料的程度之國家、地區或特定地點。\n\n (c)本公司為履行與客戶間的契約、以及為客戶之利益或採取依客戶要求之措施之目的而簽訂或履行契約，基於客戶明示同意或於應適用法令所許可時移轉個人資料。\n\n8.3 如您希望取得對本公司將您的資訊移轉至您所居住之國家或地區境外的特定方法的進一步資訊，請依本隱私權政策第2條所定方式與本公司聯絡。\n\n9.居住於EU或英國境內用戶之權利 \n9.1 如您居住於EU或英國境內，您對於我們所保有關於您的資訊享有下列權利： \n (a)受告知本隱私權政策中所載本公司關於您的資訊的使用方法的權利；\n (b)要求本公司不處理您的個人資料、或要求限制或停止該處理、或刪除本公司所保有關於您的資訊的權利；\n (c)於特定情況下要求以有體系、通常使用、可以機器閱讀之格式存取本公司所保有關於您的資訊（或於技術上可行時，將其移轉予其他服務提供業者的權利）；\n (d)如本公司所保有關於您的資訊不正確或已非最新內容時，要求訂正或更新之權利； \n (e)關於本公司根據您的同意使用您的資訊之行為，撤銷您的同意的權利；\n (f)於您有特定理由時，反對本公司基於本公司合法利益下使用您的資訊的權利（於特定情況，認為您希望對於根據本公司之合法利益下之使用資訊表示反對意見之情形）；\n (g)向UK Information Commissioner Office提出申訴的權利（https://ico.org.uk/），您亦可向您工作或居住所在國家／地區之主管機關提出申訴。\n\n9.2 請注意本公司為儲存紀錄及調查目的可能須保存特定資料。縱於您拒絕收到市場行銷連絡時，本公司仍可能須向您寄送關於您的用戶帳號的服務相關連絡。於特定情況下可能存在上述權利之例外情況，您於該例外情況中可能無法行使權利，我們將另行說明。\n\n9.3 您可經由本隱私權政策第2條所定內容聯絡本公司以行使您的權利。\n\n10.第三人連結 \n本服務可能包括第三人網站之連結、外掛程式及應用程式。點選這些連結或使其生效可能允許第三人收集或分享關於您的資訊。本公司無法控制第三人網站、外掛程式及應用程式，且對其隱私權政策不負責任。如您離開本公司網站，本公司建議您應詳讀您造訪的任何第三人網站之隱私權政策。 \n\n11.本公司所收集關於兒童的資訊類型\n所有瀏覽本服務的用戶（包含兒童在內），均將在為使本服務正常運作之最小限度內被收集個人資料（包含必要之技術資訊），俾利其使用本服務、瀏覽內容並使用全部功能。如依法須取得監護人之同意時，我們亦將要求監護人的同意。 \n\n12.對美國加州居民的補充隱私權利\n12.1 於本條中進行加州法下的補充揭露說明。\n\n12.2 如您為經由本服務收集個人資訊的加州消費者（「顧客」），California Privacy Rights Act提供您關於個人資訊的特定權利。具體而言，您可要求公司提供您下列資訊：\n (a)本公司所收集關於您的個人資訊的類別與特定項目；\n (b)本公司所收集個人資訊來源的類別； \n (c)收集及使用個人資訊之目的；\n (d)本公司分享個人資訊予第三人時，該第三人的類別；\n (e)為商業目的所揭露關於您的個人資料之類別。\n\n12.3 您亦享有於特定情況滿足例外條件時要求本公司刪除個人資料之權利以及更正錯誤個人資料的權利。您亦有權於行使此等權利時不受差別待遇。\n\n12.4 您可經由本隱私權政策第2條所定內容聯絡本公司以行使您依前項規定享有之權利。如您行使該權利時，本公司將要求您證明本人身分。於此情形，依照要求類別與衡量該要求所關個人資料風險下所適當的確認方法，本公司可進行您的身分資訊與本公司保有關於您的個人資訊的對照。就特定個人資訊，不存在本公司可確認您的身分至法定明確程度的合理方法，例如唯一識別碼（例如Cookie ID、裝置ID、IP位址（關於可直接確認身分之資訊非由本公司所保有時））。在特定情況下可能存在該等權利之例外事由，如您因例外事由而無法行使該等權利時，本公司將另行提供該資訊。本公司將依應適用法令所規定回應期間內盡合理努力滿足您的請求。\n\n12.5 本公司不銷售，亦不以跨情境行為廣告為目的分享加州法所定義之您的個人資料。此外，過去12個月中，亦無上述行為。\n\n12.6 於依第5(e)條將您的個人資訊分享與其他第三人（包括專業顧問）時，除上述目的外，包括要求存取保有個人資料之本公司系統之商業目的（例如提供雲端資料儲存、維護本公司系統安全性及提供客戶支援）。於過去12個月內，本公司已向相關業者揭露第3條所定個人資料之所有類別。\n\n12.7 California Civil Code第1798.83條之規定允許身為加州居民的顧客可要求為第三人之直接行銷之目的而向該第三人揭露個人資訊之特定資訊。本公司並未在未取得您的同意之情形下，將顧客個人資訊，在以該第三人之直接行銷之目的下，分享予非關係人之第三人。如您就本公司的揭露政策有任何疑問，請依第2條規定與我們聯絡。\n\n13.資訊保護主管\n如您希望聯絡本公司之資訊保護主管，請以下列方式聯絡：\nThe Pokémon Company \n收件人：資訊保護主管\n地址：Roppongi Hills Mori Tower 8F\n6-10-1 Roppongi, Minato-ku\nTokyo 106-6108 Japan\n\n14.本隱私權政策之變更及您應告知本公司之變更事項\n本公司可能隨時變更最終更新日並修改本隱私權政策。如本公司進行關於本公司如何收集、使用及分享您的個人資料之重要變更時，本公司將說明該變更，於法律要求時，並另行取得您對於該變更之同意。\n本公司所保有關於您的個人資訊之正確性及即時性相當重要。如在您與本公司的契約期間內您的個人資訊有所變更時，請以更新您的檔案帳號資訊方式、或依本隱私權政策第2條所定內容聯絡我們，以更新該資訊。 \n依您所居住之國家或地區所適用之補充規定\n依您所居住之國家或地區，可能另適用補充規定。如您居住於韓國，請確認本隱私權政策之韓文版；如您居住於新加坡、印尼、菲律賓或泰國，請確認本隱私權政策之英文版；如您居住於台灣，請確認本隱私權政策之繁體中文版。\n\n適用居住於台灣之用戶之規定：\n\n15.對於居住在台灣的用戶之告知事項\n如您居住於台灣時，就本公司所持有之關於您的個人資料，您享有以下權利：\n (a)查詢或請求閱覽本公司所持有之關於您的個人資料之權利 ； \n (b)關於本公司所持有之關於您的個人資料，請求提供複製之權利 ； \n (c)關於本公司所持有之關於您的個人資料，請求更正錯誤資訊或補充必要資訊之權利 ； \n (d)請求本公司不蒐集、處理或使用關於您的個人資料之權利 ； \n (e)請求刪除本公司所持有之關於您的個人資料之權利。\n　\n\n本隱私權政策之最終更新日為2025年7月22日。
