CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	老婆……\n艾德……！艾德娜……
COP_NAME_IT_R_403	調色子彈25　\nβ4酒紅色
COP_NAME_IT_R_404	調色子彈26　\nβ4黑色
COP_NAME_IT_R_405	調色子彈27　\nβ4亮藍色
COP_NAME_IT_R_406	調色子彈28　\nβ4紫色
COP_NAME_IT_R_407	調色子彈29　\nβ4銀色
COP_NAME_IT_R_420	頭髮顏色 β4黑色
COP_NAME_IT_R_421	頭髮顏色 β4銀色
COP_NAME_IT_R_422	頭髮顏色 β4紅色
COP_NAME_IT_R_426	頭髮顏色 β4紫色
COP_NAME_IT_R_427	頭髮顏色 β4粉紅色
COP_NAME_IT_R_423	頭髮顏色 β4黃色
COP_NAME_IT_R_424	頭髮顏色 β4綠色
COP_NAME_IT_R_425	頭髮顏色 β4橘色
COP_NAME_IT_R_500	調色子彈　\n1st原型
COP_NAME_IT_R_501	調色子彈30　\n1st白色
COP_NAME_IT_R_502	調色子彈31　\n1st紅色
COP_NAME_IT_R_503	調色子彈32　\n1st黃色
COP_NAME_IT_R_504	調色子彈33　\n1st綠色
COP_NAME_IT_R_505	調色子彈34　\n1st藍色
COP_NAME_IT_R_506	調色子彈35　\n1st紫色
COP_NAME_IT_R_507	調色子彈36　\n1st粉紅色
COP_NAME_IT_R_520	頭髮顏色 1st黑色
COP_NAME_IT_R_521	頭髮顏色 1st銀色
COP_NAME_IT_R_522	頭髮顏色 1st紅色
COP_NAME_IT_R_526	頭髮顏色 1st紫色
COP_NAME_IT_R_527	頭髮顏色 1st粉紅色
COP_NAME_IT_R_523	頭髮顏色 1st黃色
COP_NAME_IT_R_524	頭髮顏色 1st綠色
COP_NAME_IT_R_525	頭髮顏色 1st橘色
COP_NAME_IT_R_550	鏡框顏色\n1st黑色
COP_NAME_IT_R_551	鏡框顏色\n1st紅色
COP_NAME_IT_R_552	鏡框顏色\n1st深藍色
COP_NAME_IT_R_553	鏡框顏色\n1st橘色
COP_NAME_IT_R_554	鏡框顏色\n1st粉紅色
COP_NAME_IT_R_555	鏡框顏色\n1st黃色
COP_NAME_IT_R_556	鏡框顏色\n1st綠色
COP_NAME_IT_R_557	鏡框顏色\n1st白色
COP_NAME_IT_R_600	調色子彈　\n2nd原型
COP_NAME_IT_R_601	調色子彈37　\n2nd白色
COP_NAME_IT_R_602	調色子彈38　\n2nd紅色
COP_NAME_IT_R_603	調色子彈39　\n2nd黃色
COP_NAME_IT_R_604	調色子彈40　\n2nd綠色
COP_NAME_IT_R_605	調色子彈41　\n2nd藍色
COP_NAME_IT_R_606	調色子彈42　\n2nd紫色
COP_NAME_IT_R_607	調色子彈43　\n2nd粉紅色
COP_NAME_IT_R_620	頭髮顏色 2nd黑色
COP_NAME_IT_R_621	頭髮顏色 2nd銀色
COP_NAME_IT_R_622	頭髮顏色 2nd紅色
COP_NAME_IT_R_626	頭髮顏色 2nd紫色
COP_NAME_IT_R_627	頭髮顏色 2nd粉紅色
COP_NAME_IT_R_623	頭髮顏色 2nd黃色
COP_NAME_IT_R_624	頭髮顏色 2nd綠色
COP_NAME_IT_R_625	頭髮顏色 2nd橘色
COP_NAME_IT_R_650	鏡框顏色\n2nd黑色
COP_NAME_IT_R_651	鏡框顏色\n2nd紅色
COP_NAME_IT_R_652	鏡框顏色\n2nd深藍色
COP_NAME_IT_R_653	鏡框顏色\n2nd橘色
COP_NAME_IT_R_654	鏡框顏色\n2nd粉紅色
COP_NAME_IT_R_655	鏡框顏色\n2nd黃色
COP_NAME_IT_R_656	鏡框顏色\n2nd綠色
COP_NAME_IT_R_657	鏡框顏色\n2nd白色
COP_NAME_IT_R_900	調色子彈　\n3rd原型
COP_NAME_IT_R_901	調色子彈44　\n3rd白色
COP_NAME_IT_R_902	調色子彈45　\n3rd紅色
COP_NAME_IT_R_903	調色子彈46　\n3rd黃色
COP_NAME_IT_R_904	調色子彈47　\n3rd綠色
COP_NAME_IT_R_905	調色子彈48　\n3rd藍色
COP_NAME_IT_R_906	調色子彈49　\n3rd紫色
COP_NAME_IT_R_907	調色子彈50　\n3rd粉紅色
COP_NAME_IT_R_920	頭髮顏色 3rd黑色
COP_NAME_IT_R_921	頭髮顏色 3rd銀色
COP_NAME_IT_R_922	頭髮顏色 3rd紅色
COP_NAME_IT_R_926	頭髮顏色 3rd紫色
COP_NAME_IT_R_927	頭髮顏色 3rd粉紅色
COP_NAME_IT_R_923	頭髮顏色 3rd黃色
COP_NAME_IT_R_924	頭髮顏色 3rd綠色
COP_NAME_IT_R_925	頭髮顏色 3rd橘色
COP_NAME_IT_R_950	鏡框顏色\n3rd黑色
COP_NAME_IT_R_951	鏡框顏色\n3rd紅色
COP_NAME_IT_R_952	鏡框顏色\n3rd深藍色
COP_NAME_IT_R_953	鏡框顏色\n3rd橘色
COP_NAME_IT_R_954	鏡框顏色\n3rd粉紅色
COP_NAME_IT_R_955	鏡框顏色\n3rd黃色
COP_NAME_IT_R_956	鏡框顏色\n3rd綠色
COP_NAME_IT_R_957	鏡框顏色\n3rd白色
COP_NAME_IT_R_980	調色子彈
COP_NAME_IT_S_003	魔女之心碎片
COP_NAME_IT_S_004	魔女之心
COP_NAME_IT_S_005	月之珍珠碎片
COP_NAME_IT_S_006	月之珍珠
COP_NAME_IT_S_901	藍色徽章
COP_NAME_IT_S_911	徽章碎片
COP_NAME_IT_S_007	混沌的齒輪
COP_NAME_IT_S_008	黑暗貓咪
COP_NAME_IT_S_009	黑色蟾蜍
COP_NAME_IT_S_010	黑夜烏鴉
COP_NAME_WP_B_001	真我本色
COP_NAME_WP_B_002	吉·皮拉
COP_NAME_WP_B_003	燃燒蜘蛛溜溜球
COP_NAME_WP_B_004	薩姆扇
COP_NAME_WP_B_005	冷酷的阿爾忒阿
COP_NAME_WP_B_006	利比特力必多BZ55
COP_NAME_WP_B_007	阿布拉卡達布拉
COP_NAME_WP_B_008	愛爾娜
COP_NAME_WP_B_009	死亡快車
COP_NAME_WP_B_010	卡西歐佩亞
COP_NAME_WP_B_011	塔爾塔羅斯之門
COP_NAME_WP_B_012	羅丹
COP_NAME_WP_B_013	手槍
COP_NAME_WP_B_014	史卡博羅市集
COP_NAME_WP_B_015	藍色的愛
COP_NAME_WP_V_051	魔舞太刀
COP_NAME_WP_V_052	靶心之吻
COP_NAME_WP_V_053	空拳狀態
COP_NAME_WP_V_054	秘藏之力解放中
COP_NAME_WP_J_071	All 4 One
COP_NAME_AC_B_001	賽勒涅之光
COP_NAME_AC_B_002	魔界通信器
COP_NAME_AC_B_003	普莉的守護蝶
COP_NAME_AC_B_004	帝涅塔之星
COP_NAME_AC_B_005	惡有惡報的念珠
COP_NAME_AC_B_006	絕望的眼神
COP_NAME_AC_B_007	摩訶迦羅之月
COP_NAME_AC_B_008	時之耳環
COP_NAME_AC_B_009	激昂的狼牙
COP_NAME_AC_B_010	族長之證
COP_NAME_AC_B_011	巔峰耳飾
COP_NAME_AC_B_012	報酬小錘
COP_NAME_AC_B_013	塔羅斯的真核
COP_NAME_AC_B_014	杜爾噶的戰歌
COP_NAME_AC_B_015	馴服駻馬的韁繩
COP_NAME_AC_A_001	永恆之提線木偶
CORE_NOTEL_NAME_001	天魔孤島1
CORE_NOTEL_NAME_002	天魔孤島2
CORE_NOTEL_NAME_003	天魔孤島3
CORE_NOTEL_NAME_004	被封印的魔像
CORE_NOTEL_NAME_005	這是鑰匙！
CORE_NOTEL_NAME_006	混沌的狹縫
CORE_NOTEL_NAME_007	黑暗冰冷的深淵
CORE_NOTEL_NAME_008	化為殘像顯現的記憶
CORE_NOTEL_NAME_009	神秘傳單
CORE_NOTEL_NAME_010	保齡球對決
CORE_NOTEL_NAME_011	必須守護的事物
CORE_NOTEL_NAME_012	主從之情
CORE_NOTEL_NAME_013	吾等怪盜暗影
CORE_NOTEL_NAME_014	午後時光
CORE_NOTEL_NAME_015	這次一定要！！！
CORE_NOTEL_NAME_016	徘徊的靈魂
CORE_NOTEL_NAME_017	魔女之谷
CORE_NOTEL_NAME_018	流沙之河
CORE_NOTEL_NAME_019	毒之神殿
CORE_NOTEL_NAME_020	魔之氣息
CORE_NOTEL_NAME_021	來者皆拒的風
CORE_NOTEL_NAME_022	最高機密
CORE_NOTEL_NAME_023	不安的氣氛
CORE_NOTEL_NAME_024	撤退命令
CORE_NOTEL_NAME_025	宜人的音色
CORE_CHARA_NAME_01	蓓優妮塔
CORE_CHARA_NAME_02	薇歐拉
CORE_CHARA_NAME_03	貞德
CORE_CHARA_NAME_04	路卡
CORE_CHARA_NAME_05	羅丹
CORE_CHARA_NAME_06	恩佐
CORE_CHARA_NAME_07	康納·西格魯茲
CORE_CHARA_NAME_08	密多邁亞斯·西格魯茲
CORE_CHARA_NAME_09	辛裘拉利提
CORE_CHARA_NAME_10	蓓優妮塔 β0
CORE_CHARA_NAME_11	蓓優妮塔 β1
CORE_CHARA_NAME_12	蓓優妮塔 β2
CORE_CHARA_NAME_13	蓓優妮塔 β3
CORE_CHARA_NAME_14	蓓優妮塔 β4
CORE_CHARA_NAME_15	蓓優妮塔 1
CORE_CHARA_NAME_16	蓓優妮塔 2
CORE_CHARA_NAME_17	貞德 β3
CORE_CHARA_NAME_18	羅莎 β4
CORE_CHARA_NAME_21	萊卡翁
CORE_CHARA_ALIAS_01	創世魔女
CORE_CHARA_ALIAS_02	初出茅廬的魔女
CORE_CHARA_ALIAS_03	白金魔女
CORE_CHECKP_NAME_PRO_01	P-1 從頭開始
CORE_CHECKP_NAME_PRO_02	P-2 殘留的大樓屋頂
CORE_CHECKP_NAME_PRO_03	P-3 客船甲板上
CORE_CHECKP_NAME_C01_01	1-1 從頭開始
CORE_CHECKP_NAME_C01_02	1-2 裂口
CORE_CHECKP_NAME_C01_03	1-3 全向交叉路口
CORE_CHECKP_NAME_C01_04	1-4 地獄之門前
CORE_CHECKP_NAME_C02_01	2-1 從頭開始
CORE_CHECKP_NAME_C02_02	2-2 被消失包圍的廣場
CORE_CHECKP_NAME_C02_03	2-3 消失的大樓屋頂
CORE_CHECKP_NAME_C02_04	2-4 迷茫的獸人面前
CORE_CHECKP_NAME_C03_01	3-1 從頭開始
CORE_CHECKP_NAME_C03_02	3-2 正門前
CORE_CHECKP_NAME_C03_03	3-3 巨大赫姆庫魯斯的背部
CORE_CHECKP_NAME_C04_01	4-1 從頭開始
CORE_CHECKP_NAME_C04_02	4-2 英雄的廣場
CORE_CHECKP_NAME_C04_03	4-3 訓練廣場
CORE_CHECKP_NAME_C04_04	4-4 炎辰殿 入口前
CORE_CHECKP_NAME_C05_01	5-1 從頭開始
CORE_CHECKP_NAME_C05_02	5-2 外門前廣場
CORE_CHECKP_NAME_C05_03	5-3 鐘乳石洞入口前
CORE_CHECKP_NAME_C05_04	5-4 無明樓前迴廊
CORE_CHECKP_NAME_C06_01	6-1 從頭開始
CORE_CHECKP_NAME_C06_02	6-2 鎮魂之塔前
CORE_CHECKP_NAME_C06_03	6-3 炎申殿 升降機乘坐處前
CORE_CHECKP_NAME_C06_04	6-4 炎申殿 入口前
CORE_CHECKP_NAME_C07_01	7-1 從頭開始
CORE_CHECKP_NAME_C07_02	7-2 沙漠
CORE_CHECKP_NAME_C07_03	7-3 即席綠洲
CORE_CHECKP_NAME_C07_04	7-4 腐朽的遺跡
CORE_CHECKP_NAME_C08_01	8-1 從頭開始
CORE_CHECKP_NAME_C08_02	8-2 地下神殿前
CORE_CHECKP_NAME_C08_03	8-3 神殿 後門前
CORE_CHECKP_NAME_C09_01	9-1 從頭開始
CORE_CHECKP_NAME_C09_02	9-2 神殿 入口前
CORE_CHECKP_NAME_C09_03	9-3 砝碼房間
CORE_CHECKP_NAME_C09_04	9-4 寶物庫
CORE_CHECKP_NAME_C09_05	9-5 大天秤之廳
CORE_CHECKP_NAME_C10_01	10-1 從頭開始
CORE_CHECKP_NAME_C10_02	10-2 裂口
CORE_CHECKP_NAME_C10_03	10-3 通往「光榮之門」的道路
CORE_CHECKP_NAME_C11_01	11-1 從頭開始
CORE_CHECKP_NAME_C11_02	11-2 衝破黑暗後
CORE_CHECKP_NAME_C11_03	11-3 次元扭曲的侵蝕
CORE_CHECKP_NAME_C11_04	11-4 燃燒的廣場
CORE_CHECKP_NAME_C12_01	12-1 從頭開始
CORE_CHECKP_NAME_C12_02	12-2 陷入黑暗的城市
CORE_CHECKP_NAME_C12_03	12-3 森林公園
CORE_CHECKP_NAME_C12_04	12-4 歌劇舞台
CORE_CHECKP_NAME_C13_01	13-1 從頭開始
CORE_CHECKP_NAME_C13_04	13-2 裂口
CORE_CHECKP_NAME_C13_05	13-3 活戰艦
CORE_CHECKP_NAME_C13_06	13-4 迷惘的探求者
CORE_CHECKP_NAME_C13_02	13-2 活戰艦
CORE_CHECKP_NAME_C13_03	13-3 迷惘的探求者
CORE_CHECKP_NAME_MAX_01	14-1 從頭開始
CORE_CHECKP_NAME_MAX_02	14-2 衛星軌道上
CORE_CHECKP_NAME_MAX_03	14-3 萬花筒
CORE_CHECKP_NAME_MAX_04	14-4 於逐漸消逝的世界盡頭
CORE_CHECKP_NAME_WIT_01	魔女考驗Ⅰ
CORE_CHECKP_NAME_WIT_02	魔女考驗Ⅱ
CORE_CHECKP_NAME_WIT_03	魔女考驗Ⅲ
GLY_TITLE_000	標題語音 日文
GLY_TITLE_001	標題語音 英文
GLY_TITLE_002	The Beginning Of The End
GLY_TITLE_003	Requiem
GLY_TITLE_004	EV001 崩壞開始
GLY_TITLE_005	GM01 章節開始
GLY_TITLE_006	EV002-1 序章
GLY_TITLE_007	EV002-2 It Might As Well Be Routine
GLY_TITLE_008	EV002-3 預感 A
GLY_TITLE_009	EV002-4 預感 B
GLY_TITLE_010	EV002-5 在船上的派對
GLY_TITLE_011	EV002-6 恩佐的不滿
GLY_TITLE_012	EV002-7 未知的襲擊 A
GLY_TITLE_013	EV002-8 羅丹登場
GLY_TITLE_014	EV002-9 未知的襲擊 B
GLY_TITLE_015	赫姆庫魯斯降臨
GLY_TITLE_016	EV002-10 跳舞派對！
GLY_TITLE_017	Moonlight Serenade (Eternal Climax Mix)
GLY_TITLE_018	EV003-1 羅丹的宅配
GLY_TITLE_019	EV003-2 裝備真我本色
GLY_TITLE_020	EV003-3 惡魔變裝
GLY_TITLE_021	Theme Of Bayonetta 3 - Al Fine
GLY_TITLE_022	EV004-1 庫姆洛林布斯登場
GLY_TITLE_023	EV004-2 蓓優妮塔準備迎戰 A
GLY_TITLE_024	The Heavies (3rd Climax Ver.)
GLY_TITLE_025	EV005-1 反抗的魔獸
GLY_TITLE_026	EV005-2 古代魔導術惡魔奴隸
GLY_TITLE_027	召喚魔獸 (3rd Climax Ver.)
GLY_TITLE_028	EV006 侵略者的威脅
GLY_TITLE_029	Kraken - Abyss
GLY_TITLE_030	EV007 貞德的危機
GLY_TITLE_031	Kraken - Emerged
GLY_TITLE_032	Get To The Climax!
GLY_TITLE_033	EV008 羅丹的一小部分
GLY_TITLE_034	GM02 章節過關
GLY_TITLE_035	The Gates Of Hell (Original Ver.)
GLY_TITLE_036	EV009-1 未知的真正身分 A
GLY_TITLE_037	EV009-2 未知的真正身分 B
GLY_TITLE_038	EV009-3 薇歐拉的請求
GLY_TITLE_039	惡魔降臨 / Bayonetta 2
GLY_TITLE_040	EV009-4 我行我素的小柴貓
GLY_TITLE_041	EV010-1 前往遠海孤島
GLY_TITLE_042	EV010-2 蓓優妮塔準備迎戰 B
GLY_TITLE_043	天魔孤島圖勒
GLY_TITLE_044	新的路標
GLY_TITLE_045	混沌的狹縫 裂口
GLY_TITLE_046	車站廣播提示音
GLY_TITLE_047	EV011-1 背後突襲
GLY_TITLE_048	巨大赫姆庫魯斯降臨
GLY_TITLE_049	EV011-2 伊利迪生特登場
GLY_TITLE_050	Ride On Gomorrah!
GLY_TITLE_051	ST01-1 逐漸沉沒的城市 - 全向交叉路口
GLY_TITLE_052	EV012-1 赫姆庫魯斯的侵略
GLY_TITLE_053	EV012-2 蓓優妮塔出場！
GLY_TITLE_054	哥德堡變奏曲 詠嘆調
GLY_TITLE_055	EV013 獲得吉·皮拉
GLY_TITLE_056	前往下水道
GLY_TITLE_057	Free Battle
GLY_TITLE_058	EV014-1 帕努斯登場
GLY_TITLE_059	EV014-2 蓓優妮塔準備迎戰 C
GLY_TITLE_060	幻影
GLY_TITLE_061	EV015 觸碰之後
GLY_TITLE_062	EV016 記憶的殘渣 A
GLY_TITLE_063	EV017-1 編織灼熱者 蜘蛛亡靈
GLY_TITLE_064	EV017-2 PURPLE-EXCITING JUICE
GLY_TITLE_065	ST01-2 逐漸沉沒的城市 - 東邊出口
GLY_TITLE_066	EV018 拉庫諾素斯登場
GLY_TITLE_067	EV019 阿士佩拉圖斯登場
GLY_TITLE_068	EV020 消失的駭浪
GLY_TITLE_069	The Demon Rider
GLY_TITLE_070	EV021 短暫別離
GLY_TITLE_071	EV022 獸人強襲
GLY_TITLE_072	Red Moon
GLY_TITLE_073	EV023-1 開發崩壞！
GLY_TITLE_074	EV023-2 逃亡
GLY_TITLE_075	ST01-3 逐漸沉沒的城市 - 正門前
GLY_TITLE_076	EV024-1 路卡登場
GLY_TITLE_077	EV024-2 命運的再會
GLY_TITLE_078	EV025 蓓優妮塔準備迎戰 D
GLY_TITLE_079	EV026 孤高的魔女
GLY_TITLE_080	Try To Stop Me!
GLY_TITLE_081	Lagoon Of Clouds
GLY_TITLE_082	EV027-1 前往伊利迪生特體內
GLY_TITLE_083	EV027-2 魔女的怒火
GLY_TITLE_084	Catastrophe
GLY_TITLE_085	EV028 現象確定 A
GLY_TITLE_086	Witch Heart
GLY_TITLE_087	Crime and Punishment
GLY_TITLE_088	EV029-1 高熱雷射
GLY_TITLE_089	EV029-2 容器消滅 A
GLY_TITLE_090	混沌的齒輪
GLY_TITLE_091	EV029-3 重返圖勒
GLY_TITLE_092	EV030 前往軍事設施
GLY_TITLE_093	Sneaking Mission!
GLY_TITLE_094	EV031 潛入
GLY_TITLE_095	任務開始
GLY_TITLE_096	逃走！
GLY_TITLE_097	QTJ
GLY_TITLE_098	任務過關
GLY_TITLE_099	EV032 逐漸消失的世界
GLY_TITLE_100	EV033 前往新世界
GLY_TITLE_101	ST02-1 宏偉的長城 - 西長安
GLY_TITLE_102	EV034 梅迪奧庫利斯登場
GLY_TITLE_103	ST02-2 宏偉的長城 - 西長安（屋內）
GLY_TITLE_104	EV035 記憶的殘渣 B
GLY_TITLE_105	EV036 戰鬥機關車 轟怨
GLY_TITLE_106	EV037 維爾迦登場
GLY_TITLE_107	The Gates Of Hell (Swing Ver.)
GLY_TITLE_108	時間沙漏
GLY_TITLE_109	EV038-1 薇歐拉奮戰
GLY_TITLE_110	EV038-2 再會
GLY_TITLE_111	EV039-1 與薇歐拉的對話 A
GLY_TITLE_112	EV039-2 與薇歐拉的對話 B
GLY_TITLE_113	EV040 追上路卡
GLY_TITLE_114	ST02-3 宏偉的長城 - 雙叉嶺
GLY_TITLE_115	GH()ST
GLY_TITLE_116	EV041 建築崩塌
GLY_TITLE_117	薇歐拉的災難
GLY_TITLE_118	EV042 聶布羅素斯登場
GLY_TITLE_119	EV043 沃魯圖斯登場
GLY_TITLE_120	EV044 小柴貓的真本領 A
GLY_TITLE_121	ST02-4 宏偉的長城 - 兩界山
GLY_TITLE_122	EV045 派羅庫姆路斯登場
GLY_TITLE_123	火山爆發
GLY_TITLE_124	EV046 獨眼魔女
GLY_TITLE_125	EV047 現象確定 B
GLY_TITLE_126	Queen Magick
GLY_TITLE_127	EV048-1 容器消滅 B
GLY_TITLE_128	EV048-2 世界瓦解 A
GLY_TITLE_129	The Heavies (SC Climax Ver.)
GLY_TITLE_130	EV049-1 圖勒的岸壁
GLY_TITLE_131	EV049-2 薇歐拉千鈞一髮！
GLY_TITLE_132	EV050 迫降
GLY_TITLE_133	永遠的海市蜃樓
GLY_TITLE_134	EV051 發現魔舞太刀！
GLY_TITLE_135	EV052-1 小柴貓的真本領 B
GLY_TITLE_136	EV052-2 小柴貓靈機一動
GLY_TITLE_137	流浪的小柴貓
GLY_TITLE_138	EV053 小柴貓的活躍表現
GLY_TITLE_139	ST03 無窮無盡的大地
GLY_TITLE_140	The Gates Of Hell (Bossa Nova Ver.)
GLY_TITLE_141	EV054 發現路卡
GLY_TITLE_142	EV055-1 路卡的異變
GLY_TITLE_143	EV055-2 獸人再臨
GLY_TITLE_144	Red Lupus
GLY_TITLE_145	EV056 解放的力量
GLY_TITLE_146	EV057-1 獸人的追擊
GLY_TITLE_147	EV057-2 再次與薇歐拉對話
GLY_TITLE_148	EV058-1 卡斯堤拉努斯登場
GLY_TITLE_149	EV058-2 蓓優妮塔準備迎戰 E
GLY_TITLE_150	Red & Black (3rd Climax Mix) 
GLY_TITLE_151	EV059 義勇魔女
GLY_TITLE_152	EV060 記憶的殘渣 C
GLY_TITLE_153	毒婦之閨
GLY_TITLE_154	EV061 拉迪亞圖斯登場
GLY_TITLE_155	EV062 姆盧斯登場
GLY_TITLE_156	EV063 與巴爾的對話
GLY_TITLE_157	EV064 瓦解的大橋
GLY_TITLE_158	契約之塔 - 入口
GLY_TITLE_159	契約之塔 - 內部
GLY_TITLE_160	EV065 記憶的殘渣 D
GLY_TITLE_161	EV066 平定戰塵者 瑪法斯
GLY_TITLE_162	EV067 乘坐瑪法斯
GLY_TITLE_163	狂飆之祭殿
GLY_TITLE_164	謎底解開
GLY_TITLE_165	遺跡瓦解
GLY_TITLE_166	迫近的消失
GLY_TITLE_167	EV068 寶物庫的瓦解
GLY_TITLE_168	The Flying Demon
GLY_TITLE_169	EV069 奇羅史特拉圖斯＆奇羅庫姆路斯登場
GLY_TITLE_170	EV070 躊躇
GLY_TITLE_171	EV071 沙漠的魔女
GLY_TITLE_172	EV072-1 史特托庫姆路斯登場
GLY_TITLE_173	EV072-2 現象確定 C
GLY_TITLE_174	Sovereigns Of Souls
GLY_TITLE_175	EV073-1 重力瓦解 A
GLY_TITLE_176	EV073-2 重力瓦解 B
GLY_TITLE_177	Elevator Combat
GLY_TITLE_178	EV074 在設施深處
GLY_TITLE_179	天魔孤島圖勒 - 幽天山嶺
GLY_TITLE_180	EV075 歐帕庫斯登場
GLY_TITLE_181	狹縫瓦解
GLY_TITLE_182	EV076 妖精王萊卡翁
GLY_TITLE_183	ST04-1 逐漸消失於黑暗的都市 - 光榮之門
GLY_TITLE_184	EV077 獸人的突襲
GLY_TITLE_185	EV078 薇歐拉的訴求
GLY_TITLE_186	ST04-1 逐漸消失於黑暗的都市 - 大街
GLY_TITLE_187	EV079 記憶的殘渣 E
GLY_TITLE_188	EV080 刺穿破滅者 米克特蘭特庫特利
GLY_TITLE_189	EV081-1 壬波史特拉圖斯登場
GLY_TITLE_190	EV081-2 蓓優妮塔準備迎戰 F
GLY_TITLE_191	次元扭曲的侵蝕
GLY_TITLE_192	EV082 羅莎登場 / Bayonetta 2
GLY_TITLE_193	Battle for the Umbra Throne (3rd Climax Mix)
GLY_TITLE_194	EV083 追上鋼鐵魔女！
GLY_TITLE_195	The Hunters And The Hunted
GLY_TITLE_196	EV084-1 一次次離別
GLY_TITLE_197	EV084-2 被盜的齒輪
GLY_TITLE_198	ST04-3 逐漸消失於黑暗的都市 - 崩塌地帶
GLY_TITLE_199	EV085-1 杜普利卡圖斯登場
GLY_TITLE_200	EV085-2 蝴蝶夫人的一擊
GLY_TITLE_201	EV085-3 蓓優妮塔準備迎戰 G
GLY_TITLE_202	EV086-1 寄生舞
GLY_TITLE_203	EV086-2 VS召喚舞
GLY_TITLE_204	Gomorrah Brings Destruction
GLY_TITLE_205	EV087-1 魔術魔女 A
GLY_TITLE_206	EV087-2 Witch Dance Battle!
GLY_TITLE_207	EV087-3 魔術魔女 B
GLY_TITLE_208	Night Shadows Dancing
GLY_TITLE_209	EV088 寄生
GLY_TITLE_210	Fertile Rondo 日文語音
GLY_TITLE_211	Fertile Rondo 英文語音
GLY_TITLE_212	EV089 世界瓦解 B
GLY_TITLE_213	EV090-1 逃離設施
GLY_TITLE_214	EV090-2 華麗地乘車
GLY_TITLE_215	Groovy Speedway
GLY_TITLE_216	Le soleil couchant
GLY_TITLE_217	EV091 前往朋友身邊
GLY_TITLE_218	EV092-1 與貞德會合
GLY_TITLE_219	EV092-2 碧落的祭壇
GLY_TITLE_220	Riders Of The Light (3rd Climax Mix) - Amazing EP Solo Ver.
GLY_TITLE_221	EV093 與貞德的對話
GLY_TITLE_222	Red & Black / Bayonetta
GLY_TITLE_223	EV094 阿烏雷歐雷登場
GLY_TITLE_224	Alpha Verse - Aureole Assault
GLY_TITLE_225	EV095 獸人的苦惱
GLY_TITLE_226	EV096 黑暗亞當
GLY_TITLE_227	EV097 真相
GLY_TITLE_228	EV098 西格魯茲的計畫
GLY_TITLE_229	EV099-1 通道消失
GLY_TITLE_230	EV099-2 路卡覺醒
GLY_TITLE_231	EV099-3 與路卡的對話 A
GLY_TITLE_232	EV099-4 小柴貓的真本領 C
GLY_TITLE_233	EV100 與辛裘拉利提相遇
GLY_TITLE_234	Singularity - Chaos
GLY_TITLE_235	EV101 前往宇宙
GLY_TITLE_236	Singularity - Balance
GLY_TITLE_237	EV102 暗影魔女
GLY_TITLE_238	朋友啊 / Bayonetta
GLY_TITLE_239	Singularity - Definition
GLY_TITLE_240	EV103 現象不確定
GLY_TITLE_241	Theme Of Bayonetta - Mysterious Destiny / Bayonetta
GLY_TITLE_242	EV104-1 與辛裘拉利提的對話 A
GLY_TITLE_243	EV104-2 與辛裘拉利提的對話 B
GLY_TITLE_244	EV105-1 薇歐拉的危機
GLY_TITLE_245	EV105-2 與路卡的對話 B
GLY_TITLE_246	EV106 深愛之人
GLY_TITLE_247	We Are As One
GLY_TITLE_248	EV107 在已消滅的世界
GLY_TITLE_249	Dark Eve
GLY_TITLE_250	EV108 最後一堂課 A
GLY_TITLE_251	EV109 最後一堂課 B
GLY_TITLE_252	Moonlight Serenade
GLY_TITLE_253	EV110 尾聲
GLY_TITLE_254	Let's Dance Boys! (3rd Climax Mix)
GLY_TITLE_255	Best Memories
GLY_TITLE_256	GM03 霧之境
GLY_TITLE_257	Riders Of The Light (3rd Climax Mix) - Wonderful B3 Solo Ver.
GLY_TITLE_258	Riders Of The Light (3rd Climax Mix) - Crazy Gt Solo Ver.
GLY_TITLE_259	The Giants (2nd Climax Ver.) / Bayonetta 2
GLY_TITLE_260	The Heavies / Bayonetta
GLY_TITLE_261	The Heavies (2nd Climax Ver.) / Bayonetta 2
GLY_TITLE_262	Valor - In Courage And Gallantry / Bayonetta 2
GLY_TITLE_263	Fortitudo - In Labors And Dangers / Bayonetta
GLY_TITLE_264	Alraune - Whisperer Of Insanity / Bayonetta 2
GLY_TITLE_265	The Infinite One
GLY_AUTHOR_000	Bayonetta: Atsuko Tanaka
GLY_AUTHOR_000_2	Jeanne: Mie Sonozaki
GLY_AUTHOR_000_3	Viola: Miyuki Sawashiro
GLY_AUTHOR_000_4	Cereza: Miyuki Sawashiro
GLY_AUTHOR_000_5	Luka: Daisuke Namikawa
GLY_AUTHOR_000_6	Rodin: Tessyo Genda
GLY_AUTHOR_000_7	Enzo: Wataru Takagi
GLY_AUTHOR_000_8	Singularity: Toshihiko Seki
GLY_AUTHOR_001	Bayonetta: Jennifer Hale
GLY_AUTHOR_001_2	Jeanne: Grey DeLisle
GLY_AUTHOR_001_3	Viola:  Anna Brisbin
GLY_AUTHOR_001_4	Cereza: Angeli Wall
GLY_AUTHOR_001_5	Luka: Yuri Lowenthal
GLY_AUTHOR_001_6	Rodin: Dave Fennoy
GLY_AUTHOR_001_7	Enzo: John Kassir
GLY_AUTHOR_001_8	Singularity: Chris Cox
GLY_AUTHOR_002	Rei Kondoh (T's MUSIC Co.,Ltd)
