LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
DemoPR000013_P2_Failure_Word_01	眼下{[0200|00000000]}的讨论度很高呢，{[0605|2c0101cd]}\n{[c804|0000]}也很关注。
DemoPR000013_P2_Failure_Word_02	对不起，{[0605|900101cd]}{[c804|0000]}有比{[0200|00000000]}\n更重要的话想说……
DemoPR000013_P2_Failure_Word_00_V000	每当{[c804|0000]}回过神来，\n就会发现自己脑子里想的全都是{[0200|00010000]}。
DemoPR000013_P2_Failure_Word_01_V000	也就是说……你想说的重要的话……\n是{[0200|00010000]}吗？
DemoPR000013_P2_Failure_Word_02_V000	对不起，{[0605|900101cd]}{[c804|0000]}有比{[0200|00010000]}\n更重要的话想说……
DemoPR000013_P2_Failure_Word_00_V001	每当{[c804|0000]}回过神来，\n就会发现自己脑子里想的全都是{[0200|00020000]}。
DemoPR000013_P2_Failure_Word_01_V001	也就是说……你想说的重要的话……\n是{[0200|00020000]}吗？
DemoPR000013_P2_Failure_Word_02_V001	对不起，{[0605|900101cd]}{[c804|0000]}有比{[0200|00020000]}\n更重要的话想说……
DemoPR000013_P2_Failure_Word_00_V002	每当{[c804|0000]}回过神来，\n就会发现自己脑子里想的全都是{[0200|00040000]}。
DemoPR000013_P2_Failure_Word_01_V002	也就是说……你想说的重要的话……\n是{[0200|00040000]}吗？
DemoPR000013_P2_Failure_Word_02_V002	对不起，{[0605|900101cd]}{[c804|0000]}有比{[0200|00040000]}\n更重要的话想说……
DemoPR000013_P2_Failure_Word_00_V003	每当{[c804|0000]}回过神来，\n就会发现自己脑子里想的全都是“{[0200|00050000]}”。
DemoPR000013_P2_Failure_Word_01_V003	也就是说……你想说的重要的话……\n是“{[0200|00050000]}”吗？
DemoPR000013_P2_Failure_Word_02_V003	对不起，{[0605|900101cd]}{[c804|0000]}有比“{[0200|00050000]}”\n更重要的话想说……
DemoPR000013_P3_00	{[c804|0000]}有事求{[c800|0a01000d]}{[c807|00cd]}……
DemoPR000013_P3_00_Retry	{[c804|0000]}重新说，\n{[c804|0000]}有事求{[c800|0a01000d]}{[c807|00cd]}……
DemoPR000013_P3_Success_00	{[c800|0a01000d]}……
DemoPR000013_P3_Success_01	请和{[c804|0000]}结婚{[c807|00cd]}！
DemoPR000013_P3_Success_02	好的，{[c804|0000]}很乐意{[c807|00cd]}。
DemoPR000013_P3_Success_High_00	{[0602]}{[c800|0a01000d]}！
DemoPR000013_P3_Success_High_01	{[0602]}{[c800|0901000d]}！
DemoPR000013_P3_Success_High_02	请和{[c804|0000]}结婚{[c807|00cd]}！
DemoPR000013_P3_Success_High_03	好的，{[c804|0000]}很乐意{[c807|00cd]}。
DemoPR000013_P3_Failure_Mii_00	{[0602]}{[c800|0502000d]}，请和{[c804|0000]}……！
DemoPR000013_P3_Failure_Mii_01	{[c804|0000]}不是{[c800|0502000d]}……
DemoPR000013_P3_Failure_Mii_02	对不起，{[c804|0000]}搞错了{[c807|00cd]}……
DemoPR000013_P3_Failure_Item_00	{[c800|0a01000d]}！
DemoPR000013_P3_Failure_Item_01	对不起，请允许{[c804|0000]}重新说……
DemoPR000013_P3_Failure_Phrase_00	{[0602]}{color[0000]}{[0208|00cd]}{color[ffff]}！
DemoPR000013_P3_Failure_Phrase_01	啊，不，想说的不是这个……
DemoPR000013_P3_Failure_Word_00	{[0602]}{[c804|0000]}对{[0200|00000000]}……！
DemoPR000013_P3_Failure_Word_00_V000	{[0602]}{[c804|0000]}对{[0200|00010000]}……！
DemoPR000013_P3_Failure_Word_00_V001	{[0602]}和{[c804|0000]}一起{[0200|00020000]}！
DemoPR000013_P3_Failure_Word_00_V002	{[0602]}{[c804|0000]}对{[0200|00040000]}……！
DemoPR000013_P3_Failure_Word_00_V003	{[0602]}{[0200|00050000]}！
DemoPR000013_P3_Failure_Word_01	啊，不，想说的不是这个……
DemoPR000013_P3_Success_Reverse_00	……其实，{[c804|0000]}也有话想跟{[c800|0901000d]}说。
DemoPR000013_P3_Success_Reverse_01	咦……？
DemoPR000013_P3_Success_Reverse_02	请和{[c804|0000]}结婚{[c807|00cd]}！
DemoPR000013_P3_Success_Reverse_03	……{[c804|0000]}当然愿意！
DemoPR000013_GameOver_00	{[c804|0000]}想起来有件急事，今天{[0604|00cd]}就先回去了。
DemoPR000031_X0_00	为了守护{color[0000]}{[021b|00cd]}{color[ffff]}的安宁……
DemoPR000031_X0_01	正义的伙伴——
DemoPR000031_X0_02	{color[0000]}{[020c|0000]}{color[ffff]}大师\n{[c800|0002000d]}登场！
DemoPR000031_X1_00	利用{color[0000]}{[020c|0000]}{color[ffff]}能量，不管是肩膀酸还是腰痛……
DemoPR000031_X1_01	连头痛也能完全消除！
DemoPR000031_X1_02	{color[0000]}{[020c|0000]}{color[ffff]}健康法宣导大师\n{[c800|0002000d]}登场！
DemoPR000031_X2_00	裹上最先进的{color[0000]}{[020c|0000]}{color[ffff]}……
DemoPR000031_X2_01	独享众人的视线——
DemoPR000031_X2_02	{color[0000]}{[021b|00cd]}{color[ffff]}时尚领袖\n{[c800|0002000d]}登场！
DemoPR000031_X3_00	今天{[0604|00cd]}满满当当大丰收……
DemoPR000031_X3_01	现在开放{[0604|00cd]}尽情采摘——
DemoPR000031_X3_02	化身{color[0000]}{[020c|0000]}{color[ffff]}树，\n{[c800|0002000d]}登场！
DemoPR000031_X4_00	来自{color[0000]}{[020c|0000]}{color[ffff]}星球……
DemoPR000031_X4_01	夜空中有多少繁星就有多少粉丝——
DemoPR000031_X4_02	{color[0000]}{[021b|00cd]}{color[ffff]}偶像\n{[c800|0002000d]}登场！
DemoPR000031_X5_00	无需多言……
DemoPR000031_X5_01	用心感受——
DemoPR000031_X5_02	{color[0000]}{[020c|0000]}{color[ffff]}人\n{[c800|0002000d]}登场！
DemoPR000031_X6_00	快来看{[0604|00cd]}{[060a|0000]}，\x0f\x06\n快来瞧……
DemoPR000031_X6_01	{[021b|00cd]}名产，可别说{[0604|00cd]}不知道——
DemoPR000031_X6_02	卖{color[0000]}{[020c|0000]}{color[ffff]}的\n{[c800|0002000d]}登场！
DemoPR000032_Preset_00	帅气
DemoPR000032_Preset_01	时尚
DemoPR000032_Preset_02	健谈
DemoPR000032_Preset_03	爱干净
DemoPR000032_Preset_04	擅长厨艺
DemoPR000032_Preset_05	热心
DemoPR000032_Preset_06	了不起
DemoPR000032_Preset_07	受欢迎
DemoPR000032_Preset_08	有条理
DemoPR000032_Preset_09	爱撒娇
DemoPR000032_Preset_10	贪吃
DemoPR000032_Preset_11	有幽默感
DemoPR000032_Preset_12	天才
DemoPR000032_00	如果要选出“这个家里{[0604|00cd]}最{color[0000]}{[0604|01cd]}{[0220|0000]}{color[ffff]}的人”，{[0605|2c0101cd]}\n会选谁呢？
DemoPR000032_00_V000	如果要选出“{[021d|0000]}里{[0604|00cd]}\n最{color[0000]}{[0604|01cd]}{[0220|0000]}{color[ffff]}的人”，{[0605|2c0101cd]}会选谁呢？
DemoPR000032_01	如果要选出“这个家里{color[0000]}{[0604|00cd]}{[0220|0000]}{color[ffff]}的人”，{[0605|2c0101cd]}\n会选谁呢？
DemoPR000032_01_V000	如果要选出“{[021d|0000]}里{[0604|00cd]}\n{color[0000]}{[0220|0000]}{color[ffff]}的人”，{[0605|2c0101cd]}会选谁呢？
DemoPR000032_02	{[c80f|0005]}{[c804|0000]}！
DemoPR000032_02_V000	{[c800|0501000d]}！
DemoPR000032_02_TwoPerson	{[c80f|0005]}{[c804|0000]}！
DemoPR000032_02_TwoPerson_V001	{[c800|0501000d]}！
DemoPR000032_03	轮流说～～
DemoPR000036_00	{[0607|14cd]}{[060d|00cd]}{[060a|0600145514201420]}唔～～\x0f\x06\n{[060d|00cd]}{[060a|0600145514201420]}唔～～\x0f\x06\n
DemoPR000036_01	啊！
DemoPR000036_02	是错觉吗……
DemoPR000037_00	怎么了？
DemoPR000037_01	没什么啊……
DemoPR000039_00	啊！{[020c|0000]}，\n原来在这里啊！
DemoPR000039_00_V000	咦，{[020c|0000]}……\n得收拾掉才{[060a|02008b57]}行\x0f\x06\n……
DemoPR000039_00_V001	谁啊？\n把{[020c|0000]}扔在这里不管……
DemoPR000039_Cmn_00	……咦？
DemoPR000040_00	除了{[020c|0000]}，别的都不要～
DemoPR000040_00_V000	有多少{[020c|0000]}就要多少～
DemoPR000040_00_V001	想被更多{[020c|0000]}掩埋～
DemoPR000040_00_V002	{[020c|0000]}、{[020c|0000]}、\n{[020c|0000]}……{[c804|0000]}还要更多～
DemoPR000040_00_V003	活着就是为了{[020c|0000]}～
DemoPR000040_01	啊{[060a|040014201420]}～\x0f\x06\n就是这里～
DemoPR000040_01_V000	{[c804|0000]}还要更多{[060a|040014201420]}～\x0f\x06\n{[c804|0000]}还要更多～
DemoPR000040_01_V001	满足感遍布全身～
DemoPR000040_01_V002	好棒～
DemoPR000040_01_V003	真叫人无法抗拒～
DemoPR000040_01_V004	就是这个，{[c804|0000]}等的就是这个～
DemoPR000040_01_V005	就是这个感觉～
DemoPR000040_02	如果这是梦，千万不要醒～
DemoPR000042_00	要！
DemoPR000042_01	不要！
DemoPR000043_00	{[060b|08cd]}叫{[c804|0000]}了吗？
DemoPR000043_00_V000	{[060b|08cd]}你喊{[c804|0000]}？
DemoPR000047_00	准备～
DemoPR000047_01	跑！
DemoPR000050_01_X0	有句话今天想对{[c800|0a01000d]}说{[c807|00cd]}。
DemoPR000050_01_X1	有句话今天想对{[c800|0a01000d]}说{[c807|00cd]}。
DemoPR000050_02	咦，怎么这么一本正经？
DemoPR000050_03	{[0220|0000]}
DemoPR000050_04_X0	谢谢……今后也请多关照{[c807|00cd]}。
DemoPR000050_04_X0_V000	{[c804|0000]}感受到这份心意了……\n今后还请多关照{[c807|00cd]}。
DemoPR000050_04_X0_V001	{[c804|0000]}没想过能听到这样的话……好感动{[c807|00cd]}。
DemoPR000050_04_X0_V002	“{[0220|0000]}”……\n这句话，{[c804|0000]}这辈子都不会忘{[c807|00cd]}。
DemoPR000050_04_X0_V003	会对{[c804|0000]}说这种话的，也就只有{[c800|0901000d]}……\n谢谢你{[c807|00cd]}。
DemoPR000050_04_X1	谢谢大家……今后也请多关照{[c807|00cd]}。
DemoPR000050_04_X1_V000	{[c804|0000]}感受到这份心意了……\n今后还请多关照{[c807|00cd]}。
DemoPR000050_04_X1_V001	{[c804|0000]}没想过能听到这样的话……好感动{[c807|00cd]}。
DemoPR000050_04_X1_V002	“{[0220|0000]}”……\n这句话，{[c804|0000]}这辈子都不会忘{[c807|00cd]}。
DemoPR000050_04_X1_V003	会对{[c804|0000]}说这种话的，也就只有你们……\n谢谢{[c807|00cd]}。
DemoPR000052_00	{[060c|00cd]}{[021b|00cd]}的一切尽收眼底……
DemoPR000052_01	{[060c|00cd]}……咦？
DemoPR000052_02	{[060c|00cd]}啊，果然是{[c800|0a01000d]}！
DemoPR000052_02_V000	{[060c|00cd]}啊，那是{[c804|0000]}心仪的{[c800|0a01000d]}♥
DemoPR000052_Normal_00	当作没看到好了……
DemoPR000052_OneSideLove_00	{[c800|0a01000d]}……
DemoPR000055_00_X0	好，该吃牛油果了。
DemoPR000055_00_X1	好，该吃热狗了。
DemoPR000055_00_X2	好，该吃香蕉了。
DemoPR000055_00_X3	好，该吃蜂蜜了。
DemoPR000055_00_X4	好，该吃菠萝了。
DemoPR000055_00_X5	好，该吃水煮蛋了。
DemoPR000055_00_X6	好，该吃青椒了。
DemoPR000055_00_X7	好，该吃苹果了。
DemoPR000055_00_X8	好，该吃草莓了。
DemoPR000055_00_X9	好，该吃{[060a|0200f895]}炸\x0f\x06\n虾了。
DemoPR000055_00_X10	好，该喝柳橙汁了。
DemoPR000055_00_X11	好，该喝柠檬水了。
DemoPR000055_00_X12	好，该喝可乐了。
DemoPR000055_00_X13	好，该吃螃蟹了。
DemoPR000055_00_X14	好，该吃盐烤秋刀鱼了。
DemoPR000055_00_X15	好，该吃汉堡了。
DemoPR000055_00_X16	好，该吃荷包蛋了。
DemoPR000055_00_X17	好，该吃寿司了。
DemoPR000055_00_X18	好，该吃软冰淇淋了。
DemoPR000055_01	是错觉吗……
DemoPR000056_Parade_00	{[0602]}把路让开～！
DemoPR000056_Parade_00_V000	{[0602]}{[c800|0002000d]}大人{[0604|00cd]}驾到～！
DemoPR000056_Parade_00_V001	{[0602]}这就是野性的召唤～！
DemoPR000056_Parade_00_V002	{[0602]}没有脚本的世界{[0604|01cd]}{[060a|0000]}！\x0f\x06\n这就是野性难羁～！
DemoPR000056_Parade_00_V003	{[0602]}向宏伟的{[0604|00cd]}大自然献上敬意～！
DemoPR000056_Parade_00_V004	{[0602]}{[c804|0000]}就活在当下～！
DemoPR000056_Parade_00_V005	{[0602]}大家都看到了吗～！
DemoPR000056_Parade_00_V006	{[0602]}没有人能阻挡{[c804|0000]}～！
DemoPR000056_Parade_00_V007	{[0602]}{[c802|000116000001]}啊，{[c804|0000]}这就{[0604|00cd]}去见你！
DemoPR000056_NoParade_00	{[0602]}吼——{[0605|2c0101cd]}{[060a|0000]}！\x0f\x06\n嗷——！
DemoPR000056_NoParade_00_V000	{[0602]}遵从本能地活着～！
DemoPR000056_NoParade_00_V001	{[0602]}冲啊～！
DemoPR000056_NoParade_00_V002	{[0602]}生灵万岁——！
DemoPR000056_NoParade_00_V003	{[0602]}动物最棒——！
DemoPR000056_NoParade_00_V004	{[0602]}人生少不了动物～！
DemoPR000056_NoParade_00_V005	{[0602]}大自然充满魅力～！
DemoPR000056_NoParade_00_V006	{[0602]}{[c804|0000]}与动物们同在～！
DemoPR000056_NoParade_00_V007	{[0602]}{[c802|000116000001]}啊，你看到了吗～？！
DemoPR000064_00	警示牌立在这种地方，是要人注意什么啊……
DemoPR000064_UFO_00	{[0602]}哇～！
DemoPR000064_Pet_00	呜哇，是{color[0000]}{[020c|0000]}{color[ffff]}！
DemoPR000064_Pet_01	是兄弟姐妹吗？
DemoPR000064_Pet_02	应该是一家人吧。
DemoPR000064_Pet_03	{[0602]}呜哇～！
DemoPR000064_Raptors_01	嗯？
DemoPR000064_Raptors_02	啊，好危险……
DemoPR000064_Ball_00	{[0602]}危险～！
DemoPR000064_Ball_01	{[0602]}快躲开～！
DemoPR000064_Ball_02	{[0602]}快逃啊～！
DemoPR000064_Ball_03	{[0602]}哇～～～！
DemoPR000066_00	正因为有了它，\n{[021b|00cd]}的评价{[0604|00cd]}也变高了……
DemoPR000066_00_V000	正因为有了它，\n{[021b|00cd]}的知名度也提高了……
DemoPR000066_00_V001	正因为有了它，\n{[021b|00cd]}的风采{[0604|00cd]}也彰显了……
DemoPR000066_01	与{[0200|00010001]}相比，又{[0604|00cd]}另有一番风味……
DemoPR000066_01_V000	连{[0200|00000001]}也赞不绝口……
DemoPR000066_01_V001	还成了岛上最受欢迎的观光景点……
DemoPR000066_02	“{[0204|0000]}”{[0604|01cd]}这个{[0604|00cd]}名称，念出来也极为动听……
DemoPR000066_02_V000	“{[0204|0000]}”{[0604|01cd]}这个{[0604|00cd]}名称也蕴含着深意……
DemoPR000066_02_V001	“{[0204|0000]}”{[0604|01cd]}这个{[0604|00cd]}名称也幽默感十足……
DemoPR000066_03	啊……赞美的话语如同泉涌……
DemoPR000066_03_V000	啊……可以永远欣赏下去……
DemoPR000066_03_V001	啊……真想独占这份感动……
DemoPR000066_04	看这样子，一时半会儿好不了……
DemoPR000067_Day_00	你好！
DemoPR000067_Day_01	Good afternoon!
DemoPR000067_Day_02	Bonjour!
DemoPR000067_Day_03	{[0607|19cd]}Buongiorno!
DemoPR000067_Day_04	{[0607|19cd]}Guten Tag!
DemoPR000067_Day_05	{[0607|19cd]}{[060a|08007a7aae59fa57c754]}こんにちは\x0f\x06\n！
DemoPR000067_Day_06	{[0607|19cd]}Buenas tardes!
DemoPR000067_Night_00	晚上好！
DemoPR000067_Night_01	Good evening!
DemoPR000067_Night_02	Bonsoir!
DemoPR000067_Night_03	{[0607|19cd]}Buonasera!
DemoPR000067_Night_04	{[0607|19cd]}Guten Abend!
DemoPR000067_Night_05	{[0607|19cd]}{[060a|06007a7a2e5ec754]}こんばんは\x0f\x06\n！
DemoPR000067_Night_06	{[0607|19cd]}Buenas noches!
DemoPR000067_DayNight_Cmn_07	这里是{color[0000]}{[021b|00cd]}{color[ffff]}没错呀……
DemoPR000068_00	这个给你{[c807|00cd]}。
DemoPR000068_01	我们想法一样{[c807|00cd]}……
DemoPR000069_00	躺这里应该能{[0604|00cd]}好好睡上一觉。
DemoPR000069_03	……差不多该起来了……
DemoPR000069_04	{[0602]}呜哇，这是怎么回事啊～
DemoPR000070_Thief_00	怪盗{[c800|0002000d]}前来——！
DemoPR000070_Thief_01	抢先报道在哪里播～！
DemoPR000070_Thief_02	突发事件，现在为您播报一条{[0604|00cd]}新闻速报。{[0605|c80001cd]}{[0004]}怪盗{[c800|0902010d]}现身本电视台。
DemoPR000070_Thief_03	……就随便想想。
DemoPR000070_Visit_00	这里有各式各样的道具呢～
DemoPR000070_Visit_01	好厉害～
DemoPR000070_Visit_02	为您播报下一则消息～
DemoPR000070_Visit_03	参观了一下电视台，好开心{[c807|00cd]}～
DemoPR000071_NoOpen_00	咦？打不开……
DemoPR000071_NoOpen_02	这扇门是推着开的哦。
DemoPR000071_NoOpen_02_V000	这门推着开。
DemoPR000071_NoOpen_03	啊……
DemoPR000071_Item_ToiletPaper_Item_Other_00	请帮{[c804|0000]}{[0604|00cd]}拿点纸～
DemoPR000071_Item_ToiletPaper_Item_Other_00_V000	谁帮{[c804|0000]}{[0604|00cd]}拿点纸来啊～
DemoPR000071_Item_ToiletPaper_Item_Other_01	谢谢，帮了{[c804|0000]}大忙{[c807|00cd]}～
DemoPR000071_Item_ToiletPaper_Item_Other_01_V000	谢啦，总算得救了～
DemoPR000071_Item_ToiletPaper_02	{[0602]}呜哇～{[0604|01cd]}{[060a|0000]}！\x0f\x06\n这是什么啊？！
DemoPR000072_00	你先请。
DemoPR000072_01	不，还是你先请。
DemoPR000072_02	不要客气，你先请。
DemoPR000072_03	你先请、你先请。
DemoPR000073_00	这是……{[0501]}做的吧……
DemoPR000073_00_V000	做工精巧，不输{[0200|01010001]}……
DemoPR000073_00_V001	{[0200|01030001]}这点{[0604|00cd]}受人欢迎也不是没有理由……
DemoPR000073_00_V002	能明白为什么比{[0200|01010001]}还受欢迎……
DemoPR000073_00_V003	比{[0200|01040001]}还要有话题性……
DemoPR000073_00_V004	犹如神造……
DemoPR000073_01	没刻上作者的名字吗……
DemoPR000073_01_V000	这设计，连细节之处都这么讲究……
DemoPR000073_01_V001	优雅至极……
DemoPR000073_01_V002	真是太神秘了……
DemoPR000073_01_V003	无论看多少次……都觉得这部分{[0604|00cd]}做得特别好……
DemoPR000073_01_V004	无论从哪个角度看，都精致得令人赞叹……
DemoPR000073_02	的确是{[021b|00cd]}名副其实的宝物！
DemoPR000073_02_V000	好期待{[0500|00cd]}的下一件作品……
DemoPR000073_02_V001	有股{[0500|00cd]}的气味……
DemoPR000073_02_V002	有传闻说{[0200|01000001]}特意过来观赏……\n看来不是胡编{[0604|00cd]}乱造呢……
DemoPR000073_02_V003	不出一套{[0204|0000]}的摄影集吗……
DemoPR000073_02_V004	{[0500|00cd]}太厉害了……\n各方各面无一不完美……
DemoPR000087_00	{[060c|02cd]}{[0602]}有小偷——！
DemoPR000089_00	可以画{[c804|0000]}吗？
DemoPR000089_00_V000	能画{[c804|0000]}吗？
DemoPR000089_01	完成了{[c807|00cd]}！
DemoPR000089_01_V000	好了{[c807|00cd]}！
DemoPR000089_Image_00	这是{[c800|0901000d]}给人的感觉{[c807|00cd]}。
DemoPR000089_Image_00_V000	是{[c800|0901000d]}给人的感觉哦。
DemoPR000094_00	鉴定开始……
DemoPR000094_01	请屏住呼吸，保持静止。
DemoPR000094_02	鉴定完毕。
DemoPR000094_03	名字：{[c800|0902000d]}
DemoPR000094_04	性格：{color[0000]}{[c80c|0900]}{[c80d|0900]}{color[ffff]}
DemoPR000094_05	{color[0000]}{[0211|000a09cd]}{color[ffff]}型
DemoPR000094_05_V000	口头禅：{color[0000]}{[c805|0900]}{color[ffff]}
DemoPR000094_05_V001	开心时会不禁说：{color[0000]}{[c805|0901]}{color[ffff]}
DemoPR000094_05_V002	难过时常说：{color[0000]}{[c805|0902]}{color[ffff]}
DemoPR000094_05_V003	生气时会脱口而出：{color[0000]}{[c805|0903]}{color[ffff]}
DemoPR000094_05_V004	打招呼时会说：{color[0000]}{[c805|0904]}{color[ffff]}
DemoPR000094_05_V005	做梦时会说：{color[0000]}{[c805|0905]}{color[ffff]}
DemoPR000094_05_V006	面朝大海会呐喊：{color[0000]}{[c805|0906]}{color[ffff]}
DemoPR000094_05_V007	用餐时会先说：{color[0000]}{[c805|0907]}{color[ffff]}
DemoPR000094_05_V008	没有微个性，无法扫描。
DemoPR000094_05_V009	没有口头禅，无法扫描。
DemoPR000094_06	本店无法收购。
DemoPR000094_06_V000	价值{[060a|0200244e]}2\x0f\x06\n份{[020c|0002]}。
DemoPR000094_06_V001	价值100份{[020c|0002]}。
DemoPR000094_06_V002	你是无价之宝。
DemoPR000094_06_V003	当作垃圾回收，还为时过早。
DemoPR000094_06_V004	现在正是卖出的好时机。
DemoPR000095_00	{[0602]}有小偷——！
DemoPR000095_01	{[0602]}站住——！
DemoPR000096_00	命运{[0604|00cd]}之{[0604|01cd]}{[021b|00cd]}！
DemoPR000096_00_V000	超级{[0604|00cd]}{[c800|0902000d]}斩！
DemoPR000096_00_V001	必杀之{color[0000]}{[0210|0002010d00cd]}{color[ffff]}大卸八块剑！
DemoPR000096_00_V002	终极神技之{color[0000]}{[020d|00000100]}{color[ffff]}！
DemoPR000096_00_V003	{color[0000]}{[0211|000a09cd]}{color[ffff]}{[0604|00cd]}之{[0604|00cd]}王！
DemoPR000096_00_V004	真{color[0000]}朋友{color[ffff]}斩击！
DemoPR000096_00_V005	{[0200|00000001]}流劈斩！
DemoPR000096_00_V006	魔性之{[0200|00000001]}剑！
DemoPR000096_00_V007	祖传{[0200|00010001]}冲击！
DemoPR000096_00_V008	神圣奥义“{[0200|00020001]}”！
DemoPR000096_00_V009	必杀“{[0200|00050001]}”！
DemoPR000096_00_V010	传说之{[0201|0001]}斩！
DemoPR000096_00_V011	必杀{[0604|00cd]}之{[0604|00cd]}{[0202|00010dcd]}！
